番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
1813,"2024年06月10日","兵庫県","24時間電話","プジョー","2014/03","ABA-A9C5F03","２０８","63,500 Km","5F03","保安灯火","２０２４年６月９日","ブレーキペダルを踏んでいないのにブレーキランプが点灯したままになっている。"
1814,"2024年06月10日","三重県","ＨＰ","スズキ","2023/02","3BA-JB74W","ジムニー","20,000 Km","K15B","動力伝達","２０２４年６月７日","一般道走行中、クラッチが繋がらなくなり走行不能になった。"
1815,"2024年06月10日","愛知県","ＨＰ","ポルシェ","","ABA-987MA121","ボクスターＳ","","MA121","燃料装置","２０２４年６月１０日","燃料タンクの接合部分からガソリンが漏れた。"
1816,"2024年06月10日","茨城県","ＨＰ","ボルボ","2023/09","5AA-XB420TXCM","ボルボ　ＸＣ４０","1,400 Km","B420T6-3330","エンジン","２０２４年４月２３日","始動ボタンを押した際、軽い異音がして始動せず、３度ほど始動ボタンを押した際にボンネットから白煙が上がり、焦げ臭い臭いがした。ボンネットを開けてみたところ、ベルトが赤く燃えていたので水をかけて消火した。メーターパネルの警告表示や警告音などは一切なかった。"
1817,"2024年06月10日","福岡県","ＨＰ","ホンダ","2019/12","6BA-JF3","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","21,600 Km","S07B","エンジン","２０２２年５月","クランクセンサーの不良により、高速道路上で１００ｋｍ／ｈを超えて追い越し車線走行中、いきなり４０ｋｍ／ｈに急減速した。"
1818,"2024年06月10日","兵庫県","ＨＰ","ホンダ","2019/01","DAA-GB7","ＦＲＥＥＤ","25,000 Km","LEB-H1","その他","２０２３年６月","エアコンから冷風が出なくなった。"
1819,"2024年06月10日","三重県","ＨＰ","スバル","2020/03","DBA-GT7","インプレッサ","75,026 Km","FB20","電気装置","２０２３年１０月３日","走行中、車体がガタガタと揺れエンジンが停止した。その後エンジンはかからなかった。"
1820,"2024年06月09日","富山県","ＨＰ","トヨタ","2017/08","DBA-AGH30W","アルファード","74,159 Km","2AR","動力伝達","６ヶ月前位","速度が３０ｋｍ／ｈ以上になるとフロントからウィーンと異音がする。ディーラーで確認の結果、トランスアクスル一式の交換が必要と診断された。"
1821,"2024年06月09日","宮城県","ＨＰ","ホンダ","2022/03","6BA-JF3","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","10,637 Km","S07B","エンジン","２０２４年５月２６日","走行中にエンジンチェックランプが点灯し、加速しにくい状態になるもしばらく走っていたらランプは消えて症状もなくなった。その後、全警告ランプが点灯し、消えない状態になった。ディーラーで確認したところ、２番シリンダーに失火の履歴があり、カーボンが酷く付着、エンジン内の扉はスラッジで動きが悪くなっていると診断された。"
1822,"2024年06月09日","大阪府","ＨＰ","マツダ","2023/02","3CA-KH3R3P","ＣＸ－６０","12,200 Km","T3-MR","エンジン","２０２４年５月２９日　１３：００頃","信号待ちで停止しようとしたところ、エンジンが停止し、ギアがＮに強制的に入り、エンジン再始動を求める警告が発報。その後ギアをＰに入れ再始動をしようとしたが、３回目でようやく始動した。"
1823,"2024年06月09日","東京都","ＨＰ","プジョー","2014/03","ABA-T85F02","３００８","48,700 Km","5F02","燃料装置","２０２４年６月９日","走行中、いきなり減速し、警告音が鳴った。アクセルを踏んでも加速しない。一旦、停車すると、動き出しに時間がかかった。高圧ポンプ不良ということで、３ヶ月前に交換したが、同じ症状が再発した。"
1824,"2024年06月08日","愛知県","ＨＰ","ニッサン","2017/01","DAA-GFC27","セレナ","84,809 Km","MR20-SM24","制動装置","２０２４年６月５日","サイドブレーキアクチュエーターの不具合により、サイドブレーキランプが常に点滅し、メーターパネルに警告表示がでた。"
1825,"2024年06月08日","東京都","ＨＰ","ニッサン","2016/12","CBF-SQ2F24","アトラス","52,300 Km","QR20","保安灯火","２０２４年６月５日","左サイドウインカーの電球が頻繁に切れる。確認したところ、サイドウインカーの内部が熱で溶解していた。"
1826,"2024年06月08日","埼玉県","ＨＰ","ニッサン","2017/05","DAA-GC27","セレナ","58,262 Km","MR20-SM24","燃料装置","２０２４年６月１日","赤信号停止中、ノッキングのようになりエンストした。アイドリングストップシステム異常と、エンジン警告灯が点灯した。ディーラーで確認した結果、インジェクター不良の可能性が高いと診断された。"
1827,"2024年06月08日","大阪府","ＨＰ","トヨタ","2015/08","QDF-KDH201V","レジアスエース","76,000 Km","1KD","車枠・車体","２０２４年１月","洗車場で洗車機を通した後、最後部のドアと天井との隙間部分の塗装が剥がれた。"
1828,"2024年06月08日","愛知県","ＨＰ","ダイハツ","2023/09","5BA-A201S","ロッキー","3,299 Km","WA","エンジン","２０２４年４月２４日","６０ｋｍ／ｈで走行中、アクセルが操作不能になり、急激に１５ｋｍ／ｈまで減速した。"
1829,"2024年06月08日","山梨県","ＨＰ","スバル","2005/06","TA-TW2","ディアス","129,800 Km","EN07","車枠・車体","２０２４年１月","サイドメンバーのフロント部分のＹ字型のフレーム周辺だけが腐食により欠損している"
1830,"2024年06月07日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ＢＹＤ","2023/03","ZAA-SC2EXSQ","ＡＴＴＯ３","","TZ200XSQ","かじ取り","２０２４年６月５日","車線逸脱防止機能の誤作動により、車両が車線を逸脱して縁石に接触する事故になった。"
1831,"2024年06月07日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2019/11","6BA-LA650S","タント","18,300 Km","KF","制動装置","購入直後から","衝突被害軽減ブレーキが、立木など不必要なものに対して反応し、急ブレーキがかかる。"
1832,"2024年06月07日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2011/02","DBA-KGC30","パッソ","120,000 Km","1KR","制動装置","","ブレーキペダルの踏み代が深くなり、ブレーキの効きが甘くなった。整備工場で確認し、ＡＢＳユニットを交換したところ解消した。"
1833,"2024年06月07日","静岡県","ＨＰ","スズキ","","DBA-HG21S","セルボ","","K6A","制動装置","２０１３年","ブレーキペダルを１／３程踏み、滑っている状態から更に強く踏むとブレーキが強くかかる動作がなく、制動距離が延びる。"
1834,"2024年06月07日","千葉県","ＨＰ","スバル","2017/06","DBA-GT6","インプレッサ","100,000 Km","FB20","動力伝達","２０２４年５月","クーラント液とＣＶＴオイルのパイプに穴が開き、２つの液体が混ざった。"
1835,"2024年06月07日","愛知県","ＨＰ","マツダ","2016/10","LDA-DJ5FS","デミオ","162,000 Km","S5","その他","２０２４年６月６日","走行中、スピードメーターが動かなくなり、読み取れない表示のまま固定となった。"
1836,"2024年06月07日","大分県","ＨＰ","ホンダ","2017/09","SC77","ＣＢＲ１０００ＲＲ","13,200 Km","SC77E","燃料装置","２０２４年５月下旬","燃料ポンプの不良で、走行中にエンジンが停止し、再始動できなくなった。"
1837,"2024年06月07日","栃木県","ＨＰ","ダイハツ","2019/09","DBA-LA250S","キャスト","34,000 Km","KF","走行装置","２０２４年５月８日","走行中に大きな音がしたため、確認したところホイールカバーが割れていた。その後、走行音の異変を毎日感じ、高速道路でスピードが出るとハンドルが揺れた。ディーラーで点検を受けたところ、ホイールの歪みがあり、ホイールを取り替えた。しかし、ホイール交換後も走行音の異変は続いている。"
1838,"2024年06月07日","東京都","ＨＰ","三菱","2010/08","BKG-MS96JP","ふそうエアロエース","685,000 Km","6M70","保安灯火","２０２４年３月１日","左側サイド格納ミラーがモーターの作動音はするが動かなくなった。"
1839,"2024年06月07日","東京都","ＨＰ","三菱","2016/07","QTG-MS96VP","ふそうエアロクィーン","186,100 Km","6R10","保安灯火","２０２４年４月１日","予兆なしにミラーの格納モーターが動かなくなった。"
1840,"2024年06月07日","東京都","ＨＰ","三菱","2019/08","2TG-MS06GP","ふそうエアロエース","150,000 Km","6S10","保安灯火","２０２４年６月６日","駐車場で出発しようとしたら、左側のミラーが格納したまま動かない。モーターの作動音だけはしている。"
1841,"2024年06月06日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2024/01","5AA-ZDEDS","スイフト","","Z12E-WA06D","緩衝装置","２０２４年６月","車庫から車を出し、段差をおりるとき、リヤサスからギーと異音が出る。"
1842,"2024年06月06日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2019/03","DBA-LA600S","タント","8,400 Km","KF","制動装置","２０２４年６月２日","運転終了後にスタートスイッチを押してもエンジンが切れず、メーターを見たところ、大量に警告灯が点いていた。ディーラーで調べたところスタートスイッチとブレーキアクチュエーターの交換という診断になった。"
1843,"2024年06月06日","三重県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2015/12","DBA-176042","Ａ１８０","9,000 Km","270","かじ取り","２０２４年６月２日","走行中にパワーステアリング故障のランプが点灯したと同時にハンドル操作が出来なくなった。"
1844,"2024年06月06日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2023/03","5BA-LA650S","タント　ファンクロス","","KF","その他","","スマートクルーズパック装着車で、車線認識の表示が安定せず頻繁に認識不良を示す点滅表示になる。停車中にも不必要に点滅表示をする。ブライドスポットモニターの後方検知範囲不良で、右左折時に自車のいる車線上の後続車両、ガードレールや建物の室外機など、不必要なものを検知して警報が出る。"
1845,"2024年06月06日","埼玉県","ＨＰ","ニッサン","2020/12","5AA-GFC27","セレナ","39,000 Km","MR20-SM24","緩衝装置","２０２３年１１月３日","スタビライザーマウントの劣化により、段差通過時及び旋回時に足元に響くようなカタカタ音がする症状が発生した。"
1846,"2024年06月06日","山形県","ＨＰ","ニッサン","2018/09","DAA-HC27","セレナ","140,000 Km","HR12-EM57","制動装置","２０２４年５月２７日","電動パーキングブレーキのアクチュエーター不良により、発進時に異音がし、警告灯が点いた。その後、電動パーキングブレーキが作動しなくなった。"
1847,"2024年06月06日","鳥取県","ＨＰ","ジープ","2020/08","ABA-JL36L","ラングラー　アンリミテッド","15,000 Km","G","動力伝達","２０２４年４月","ＡＴ車で、シフトが３速より上がらない。シフトアップ時に振動、バック時に衝撃が出る。エンジン、ＡＴの警告表示が出た。"
1848,"2024年06月06日","静岡県","ＨＰ","ニッサン","2015/04","CBF-VR2E26","ＮＶ３５０　キャラバン","150,000 Km","QR20","車枠・車体","２０２３年","ルーフやフロントウインドウ周りの塗装（パールホワイト）がペリペリ剥がれてきた。"
1849,"2024年06月06日","福岡県","ＨＰ","ダイハツ","2022/11","5BA-LA850S","ムーヴキャンバス","21,000 Km","KF","電気装置","２０２３年７月頃","排気ガスが臭い。排気ガステスターでＨＣ（炭化水素）の値が断続的に１００ｖｏｌｐｐｍを超える。燃費が悪い、微振動がある。"
1850,"2024年06月05日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","2022/11","5AA-XB420TXCM","ボルボ　ＸＣ４０","","B420T6-3330","その他","新車購入当初から","Ｇｏｏｇｌｅナビ搭載車で、運転中に突然ナビが機能停止し、画面が消えると共にエアコンやＥＴＣが全て機能停止してしまう。"
1851,"2024年06月05日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2017/08","DBA-ZRR85G","エスクァイア","52,500 Km","3ZR","動力伝達","","ＣＶＴから異音が出るようになった。"
1852,"2024年06月05日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","","DAA-NKE165G","カローラフィールダー","","1NZ-1LM","制動装置","中古で購入して間もないころから","弱めのブレーキ操作をしたときや、停車状態でブレーキペダルを操作した際に、ブレーキ系統からカンカンと異音が出る。"
1853,"2024年06月05日","沖縄県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2024/04","6BA-JF5","Ｎ－ＢＯＸ","","S07B","制動装置","購入直後から","朝の乗り出し始め等において、ブレーキペダルの踏み応えが固くなり、意図したとおりのブレーキが効かず、停止距離が延びてしまう。"
1854,"2024年06月05日","静岡県","ＨＰ","メルセデス・ベンツ","2012/09","DBA-204248","Ｃ２００ＣＧＩステーションワゴン","50,000 Km","271","エンジン","２０２４年１月","２０２０年８月にリコール作業を済ませている車で、エンジンから異音、打音、アイドリング不調が発生して、エンジンチェックランプが点灯した。"
1855,"2024年06月05日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2016/11","DBA-1TCZD","ゴルフトゥーラン　１．４／１１０ｋＷ","80,000 Km","CZD","車枠・車体","２０２４年６月から","テールゲートのボタンを押しても内部のモーター音がするのみで実際には解除されなくなった。ディーラーでロックの部品を交換した。"
1856,"2024年06月05日","岩手県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2018/12","DBA-GT7","インプレッサ","23,000 Km","FB20","緩衝装置","２０２４年６月４日","中古車納車後から助手席側のタイヤ辺りからギシギシと音がなっていた。その後、１ヶ月経過したが普段通り走行中に大きな金属音が鳴り始めた。"
1857,"2024年06月05日","埼玉県","ＨＰ","ホンダ","2015/08","DBA-JF1","Ｎ　ＢＯＸ","40,334 Km","S07A","エンジン","","スタートボタンを押しても、エンジンがかからない。"
1858,"2024年06月05日","北海道","ＨＰ","フォルクスワーゲン","","DBA-AUCJZ","ＶＷゴルフ　１．２／７７ｋＷ","","CJZ","エンジン","半年ほど前から","クラッチ部分よりガリガリ、シャカシャカと異音が発生した。アイドリング時に振動がある。整備工場でフライホイールのガタつきと推定されている。"
1859,"2024年06月05日","岩手県","ＨＰ","ニッサン","2016/08","DAA-GFNC27","セレナ","68,093 Km","MR20-SM24","エンジン","２０２４年３月頃及び２０２４年５月２５日","１年程前からエンジン始動が鈍く、酷いときは始動しないこともあった。今般、交差点の赤信号で一時停止しアイドリングストップが作動した後、青信号で発進しようとしたところエンジンが再始動しなかった。ディーラーで「空燃比補正８０％異常」と診断されており、インジェクターの目詰まりによる噴霧異常の疑いが強いという見解が出ている。"
1860,"2024年06月04日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2017/03","LDA-KF2P","ＣＸ－５","95,700 Km","SH","制動装置","２０２４年５月","ブレーキペダルを踏み込んでもしっかりと効かず、ゆっくり減速する。"
1861,"2024年06月04日","和歌山県","ﾌﾘｰﾀﾞｲｱﾙ","その他","","-","ビークルファンアーバントライカーＥＶ","","","電動機(モーター)","２０２３年１２月","走行中に電源が落ちて走行できなくなった。"
1862,"2024年06月04日","熊本県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2022/12","-","レッツ","12,284 Km","","エンジン","","走行中に突然エンストをする。１５分くらい待って再始動するとエンジンがかかるが、たびたび再発をする。"
1863,"2024年06月04日","福岡県","電話","トヨタ","2021/12","6AA-MXPJ10","ヤリス　クロス","","M15A-1NM","乗車装置","","座席の高さが徐々に下がる。ディーラーに入庫し、一度座面を交換してもらったが改善しない。"
1864,"2024年06月04日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2018/12","3DA-KG2P","ＣＸ－８","25,900 Km","SH","制動装置","","ハンドルを切ったまま前後に動くとパキパキ音がする。ブレーキにシムを入れると収まる。"
1865,"2024年06月04日","不明","電話","ホンダ","","2BJ-JA55","ＣＴ１２５","","JA55E","車枠・車体","","１人乗りでフレームが折れる。"
1866,"2024年06月04日","秋田県","ＨＰ","スバル","2021/03","5AA-GTE","ＸＶ","41,200 Km","FB20-MA1","エンジン","２０２３年１０月、２０２４年５月","走行中にエンジン警告灯が点灯し停車。その後しばらくエンジンがかからなかった。"
1867,"2024年06月04日","栃木県","ＨＰ","日野","2018/11","2DG-FS1AJA","プロフィア","564,600 Km","A09C","制動装置","２０２３年","パーキングブレーキレバーのＰマークの周りの黒いゴムらしい部品が溶ける。"
1868,"2024年06月04日","東京都","ＨＰ","ボルボ","2018/08","LDA-FD4204T","ボルボ　Ｖ６０","35,649 Km","D4204T","燃料装置","２０２４年４月","運転席側の車両下部において外装カバーが地面に対し約４０度片側の垂れ下がりを認識したため、ディーラーで確認したところ、燃料パイプ保護カバーであり、振動にて支持部品が摩耗し、支えきれずにカバーが脱落するものと説明があった。"
1869,"2024年06月04日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2013/07","DBA-JF2","Ｎ　ＢＯＸ","87,000 Km","S07A","動力伝達","２０２４年５月","無段変速機ドリブンプーリーベアリングの不良により、異音が出るようになった。"
1870,"2024年06月04日","京都府","ＨＰ","マツダ","2023/03","5BA-DJLFS","ＭＡＺＤＡ２","20,000 Km","P5","エンジン","購入時から","カーブ終了後の再加速時にアクセルペダルを踏み込むも被ったような音で加速しない。一度アクセルペダルから足を離し、再度踏み込むとシフトダウン、キックダウンとなり急加速する。"
1871,"2024年06月04日","兵庫県","ＨＰ","メルセデス・ベンツ","2015/05","DBA-205240C","Ｃ１８０ステーションワゴン","53,100 Km","274M16","燃料装置","３年前から","寒い時期にガソリンの臭いがエアコン吹き出し部から車内に入ってくる。"
1872,"2024年06月04日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2023/05","8BL-RD16","ＸＬ７５０　ＴＲＡＮＳＡＬＰ","","RD16E","かじ取り","新車購入当時から","走行中、ハンドルが細かく左右に揺れる。"
1873,"2024年06月03日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2023/08","6BA-JF3","Ｎ－ＢＯＸ","","S07B","エンジン","今年に入ったくらいから","エンジン始動時、ブレーキペダルを踏み込んでスタートボタンを押しても、車両に電源が入るだけでエンジンが始動しないことがある。"
1874,"2024年06月03日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2015/04","CBF-TRH200V","ハイエース","106,400 Km","1TR","車枠・車体","","色コード０７０のホワイトパール色塗装の車で天井やボンネットの塗装が剥がれた。"
1875,"2024年06月03日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ルノー","2013/11","ABA-RH5F","ルーテシア","51,500 Km","H5F","動力伝達","","変速機のコンピューター不良により、Ｄレンジ、Ｒレンジのいずれもギアが入らなくなった。"
1876,"2024年06月03日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","ランドローバー","2016/06","ABA-LA3SB","ディスカバリー","53,800 Km","306PS","車枠・車体","５年くらい前から","サイドステップが５年くらい前から腐食し始め、補修塗装などは行ってきていたが、１年前から乗り降りには使えなくなり、先日とうとう外れて脱落してしまった。"
1877,"2024年06月03日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","","-","Ａ４","","","制動装置","","通常の走行から減速を開始し、１２～１３ｋｍ／ｈ程度まで減速をした際に、制動力が抜けたような症状が出る。"
1878,"2024年06月03日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2012/09","ABA-8JCDA","アウディ　ＴＴクーペ　１．８Ｔ","95,200 Km","CDA","エンジン","２０２４年４月","信号待ち中に突然発煙し、エンストした。ディーラーで確認した結果、フロントガラスからコンピューターのコネクターに水が流れ込み、ショートしていることが判った。"
1879,"2024年06月03日","香川県","ＨＰ","スズキ","2024/01","3BA-JB64W","ジムニー","634 Km","R06A","車枠・車体","２０２４年２月２３日","大雨警報が出るような天候の時、車内ラゲッジルームに水が溜まっていた。"
1880,"2024年06月03日","長野県","ＨＰ","ニッサン","2019/01","DAA-GC27","セレナ","26,500 Km","MR20-SM24","その他","２０２３年１１月頃から","プロパイロットが正常に動かず、毎回前走車にぶつかりそうになる。"
1881,"2024年06月03日","茨城県","ＨＰ","ニッサン","2018/12","DAA-GFC27","セレナ","89,447 Km","MR20-SM24","かじ取り","２０２４年５月","ステアリングがガタガタする。ステアリングラックブーツを外したところ、タイロッドにかなりのガタがありタイロッドを交換した。"
1882,"2024年06月03日","愛知県","ＨＰ","ダイハツ","2020/02","3BA-LA400K","コペン","28,839 Km","KF","車枠・車体","１年以上前","オープンカーのルーフの警告灯及び警告音が鳴る。"
1883,"2024年06月03日","京都府","ＨＰ","スズキ","2016/02","DAA-MR41S","ハスラー","80,000 Km","R06A-WA04A","エンジン","","電気系統が一旦消えてすぐに点灯したが、ハンドルが重くなりブレーキの効きも悪くなった。ディーラーで確認したところ、オルタネーター側のオートテンショナーボルトが破損していた。"
1884,"2024年06月03日","東京都","ＨＰ","ボルボ","2019/09","DBA-XB420XC","ボルボ　ＸＣ４０","26,000 Km","B420","動力伝達","２０２４年４月２９日","駐車場に入るため、車道から歩道に上がる際、かなりの段差があるので歩道前でブレーキをかけ徐行しながら前輪を歩道に上げた後、スロープでブレーキペダルからアクセルペダルに踏みかえたところ、車が急発進をした。アクセルペダルから足を外してもさらに加速し、慌てて急ブレーキをかけたが止まり切れず、ポールをなぎ倒してエントランスのガラスに衝突した。この時、安全装置が作動した様子は感じなかった、また警告などもなかった。"
1885,"2024年06月03日","東京都","ＨＰ","トヨタ","2018/05","DAA-AYH30W","アルファード","38,100 Km","2AR-2JM-2FM","制動装置","","運転中に飛び出し事案が有った際に衝突被害軽減ブレーキが作動しなかった。"
1886,"2024年06月03日","岡山県","ＨＰ","マツダ","2015/06","LDA-GJ2FW","アテンザ","72,654 Km","SH","エンジン","２０２４年５月２７日","車両システム点検の警告表示がされたが整備しても消えない。"
1887,"2024年06月03日","三重県","ＨＰ","ニッサン","2016/03","LDF-VW6E26","ＮＶ３５０　キャラバン","82,300 Km","YD25","車枠・車体","２０２２年６月","パールホワイト色塗装の車で、ルーフの塗装が数箇所で剥離してきた。"
1888,"2024年06月02日","大阪府","ＨＰ","スズキ","2016/07","ABA-DA17W","エブリイ","25,000 Km","R06A","かじ取り","","走行中に突然ハンドルが重くなり、操縦出来なくなった。"
1889,"2024年06月02日","熊本県","ＨＰ","ダイハツ","2022/05","6BA-LA650S","タント","","KF","乗車装置","２０２４年４月","ドアロックの際に「キュウ」という金属音が混じるようになった。"
1890,"2024年06月02日","宮城県","ＨＰ","スズキ","2018/06","HBD-DA17V","エブリィ","119,000 Km","R06A","動力伝達","５万ｋｍ走行したあたりから","ＭＴ車で、１速２速とバックギアが入りずらい。クラッチが重い。"
1891,"2024年06月02日","千葉県","ＨＰ","シトロエン","2015/03","ABA-B7875G01","Ｃ４ピカソ","73,000 Km","5G01","エンジン","２０２２年１月","燃料を満タンに入れて運転をするとアイドリングが安定しない。起伏が多い所を走った際にはエンジンチェックランプが点灯し、加速しない症状、エンジンが吹き上がらない症状が発生した。"
1892,"2024年06月02日","愛知県","ＨＰ","プジョー","2023/01","3DA-P52YH01","３０８","26,000 Km","YH01","燃料装置","２０２４年４月２８日","高速道路を走行中にエンジン警告灯が点灯するとともにエンジンが停止し、惰性で路肩に流れ着いた。ディーラーで、高圧ポンプ付近から金属粉が発生し燃料系統全体に回っているので、燃料系統を総取り換えし、燃料タンクの洗浄が必要と診断された。"
1893,"2024年06月02日","三重県","ＨＰ","トヨタ","2022/05","5BA-NSP170G","シエンタ","","2NR","車枠・車体","２０２３年１１月１２日頃から","２か月前に雨漏りがあり、修理を受けた。その後、右側スライドドアから雨漏りして車内に水が浸入した。調査の結果、２か月前の整備時のブチルテープの貼り方不良が原因だった。"
1894,"2024年06月01日","千葉県","ＨＰ","ルノー","2019/12","ABA-KBM5M","メガーヌ","49,600 Km","M5M","エンジン","２０２４年５月２１日","ラジエーター電動ファンから突然ガタガタ異音がし始めた。"
1895,"2024年06月01日","愛知県","ＨＰ","マツダ","2018/11","3DA-GJ2FP","アテンザ","87,000 Km","SH","乗車装置","２０２４年５月２７日","助手席側後席のシートベルトがロックされてしまい、途中で止まったまま、引き出すことも戻すこともできなくなった。"
1896,"2024年05月31日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","日野","2013/12","QKG-FR1EXBG","プロフィア","855,000 Km","E13C","排ｶﾞｽ･騒音","２０２０年９月１８日","ＮＯｘセンサーの不良により、ＤＰＲの作動不良が発生した。"
1897,"2024年05月31日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","日野","2018/09","2PG-FD2ABG","日野レンジャー","429,000 Km","A05C","排ｶﾞｽ･騒音","２０２３年１２月","ＮＯｘセンサーの不良により、エンジンチェックランプが点灯した。"
1898,"2024年05月31日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","日野","2017/03","QPG-FR1EXEG","プロフィア","824,000 Km","E13C","排ｶﾞｽ･騒音","２０２３年８月","ＮＯｘセンサーの不良により、エンジンチェックランプが点灯した。"
1899,"2024年05月31日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","日野","2018/03","2DG-FR1AHG","プロフィア","73,200 Km","A09C","排ｶﾞｽ･騒音","２０２４年４月","ＮＯｘセンサーの不良により、エンジンチェックランプが点灯した。"
1900,"2024年05月31日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","日野","2018/09","2DG-FR1AHG","プロフィア","707,000 Km","A09C","排ｶﾞｽ･騒音","２０２４年４月２３日","ＮＯｘセンサーの不良により、エンジンチェックランプが点灯した。"
1901,"2024年05月31日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","日野","2016/02","QPG-FW1EXEG","プロフィア","1,230,000 Km","E13C","排ｶﾞｽ･騒音","２０２４年３月","ＮＯｘセンサーの不良により、エンジンチェックランプが点灯した。"
1902,"2024年05月31日","東京都","ＨＰ","スバル","2017/03","DBA-VMG","レヴォーグ","34,793 Km","FA20","エンジン","２０２４年５月１日","一般道を走行中に、突然、警報音とともにエンジン不具合の警告表示、アイサイト他の安全装置の不作動表示、「エンジンシステム点検」「販売店に連絡」表示が出た。ディーラーで確認したところ、エンジンハーネスの漏水が原因で排気管のＯ２センサーに不具合が生じており、エンジンハーネスとＯ２センサーの交換が必要と診断された。"
1903,"2024年05月31日","愛知県","ＨＰ","ダイハツ","2011/10","DBA-LA300S","ミラ　イース","74,300 Km","KF","電気装置","２０２４年３月２日","エンジンを掛け５分程で助手席側パワーウィンドスイッチ付近より発火し、スイッチ周辺が燃えた。"
1904,"2024年05月31日","香川県","ＨＰ","ニッサン","2014/01","DAA-HC26","セレナ","174,100 Km","MR20-SM23","動力伝達","半年くらい前から","ＣＶＴのリコールについて対象範囲外の車で、発進時にガタガタ振動が出るようになった。"
1905,"2024年05月30日","山口県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2015/06","LDA-3D20","ＢＭＷ　３２０ｄ","121,000 Km","N47D20C","排ｶﾞｽ･騒音","２０２１年と２０２４年","マフラー中間溶接部が割れて走行中に異音が出る状態になり、修理を受けたが、３年後にエグゾーストフレキシブルパイプ部が割れて同じように異音が出る状態になった。"
1906,"2024年05月30日","鹿児島県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2020/09","DAA-HFC27","セレナ","50,200 Km","HR12-EM57","その他","","プロパイロットによる走行時、前車が停止しても自車が停止しない。ディーラーでブレーキのエア噛みと診断されて修理を受けたが、同じ症状が再発している。"
1907,"2024年05月30日","山形県","電話","三菱","","2PG-FEB80","ふそうキャンター","","4P10","保安灯火","","フロントウィンカーが点滅しないため確認したところ、電球ソケット部分が焼損していた。"
1908,"2024年05月30日","徳島県","ＨＰ","プジョー","2021/05","3BA-R85G06","５０８","10,000 Km","5G06","保安灯火","２０２３年２月","フロントガラスの周囲に気泡ができている。少しずつ進行している。"
1909,"2024年05月29日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2010/08","DBA-GB3","フリード","72,400 Km","L15A","動力伝達","２０２３年５月１９日","坂道発進でアクセルを開けたところ、ゴンゴンと異音がして車が動かなくなった。整備工場へレッカー搬送し、確認した結果、右前輪のドライブシャフトが折れていた。"
1910,"2024年05月29日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2018/06","DBA-156947","ＧＬＡ２２０　４ＭＡＴＩＣ","53,100 Km","270M20","かじ取り","２０２４年４月","外３８００（パワーステアリング）のリコールについて対象範囲外の車で、パワーステアリングが効かなくなった。"
