番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
760,"2024年03月27日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2024/01","5AA-ZDEDS","スイフト","","Z12E-WA06D","エンジン","","駐車のため、バックしようとしていた際に、突然エンジンが２０００～３０００ｒｐｍにふけあがった。"
761,"2024年03月27日","長崎県","ＨＰ","三菱","2017/05","DLA-GG2W","アウトランダーＰＨＥＶ","97,138 Km","4B11-S61-Y61","制動装置","２０２１年～２０２２年頃","回生ブレーキが途中から効かなくなった。販売店を通じてメーカーの回答を求めた結果、電池の状態により、電池を保護するために充電しないように回生ブレーキが効かないように制御するとの説明だった。"
762,"2024年03月26日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2014/09","DBA-AUCHP","ＶＷゴルフヴァリアント１．４／１０３ｋＷ","90,000 Km","CHP","かじ取り","２０２４年３月２３日","運転中、エアバッグチェックランプと、ＡＣＣが正常ではないというマークが出ると共に、ホーンが鳴らない、ステアリングスイッチ類も効かない状態になった。ディーラーで確認したところ、ステアリングコラム電子モジュールの不具合と診断された。"
763,"2024年03月26日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2016/11","DBA-YF15","ジューク","20,600 Km","HR15","制動装置","２０２４年２月半ば","走行中にブレーキが効かなくなった。ディーラーにレッカーで搬送し確認した結果、ブレーキマスターシリンダのカップシールが捲れているとの診断で国４１８９と状況が同じとの説明だった。"
764,"2024年03月26日","神奈川県","電話","ＢＭＷ","2017/01","LDA-8C20","ＢＭＷ　３２０ｄ","56,500 Km","B47D20A","動力伝達","","車庫に駐車した状態からエンジンを始動してギアを「Ｐ」から「Ｄ」に入れると、「Ｒ」の状態になり、車が後退した。このときにメーター内に警告メッセージも表示されなかった。"
765,"2024年03月26日","山梨県","電話","ＢＭＷ","2010/04","CBA-FR35","ＢＭＷ　５３５ｉ","44,000 Km","N55B30A","燃料装置","","燃料ポンプが原因でエンストした。"
766,"2024年03月26日","青森県","ＨＰ","三菱","2015/07","LDA-CV1W","デリカ","97,100 Km","4N14","エンジン","２０２４年３月","走行中、突然サイレンのような車外の人に聞こえる高音が発生した。ディーラーで確認した結果ターボチャージャーの交換になった。"
767,"2024年03月26日","東京都","ＨＰ","ＢＭＷ","2018/09","DBA-JA20","ＢＭＷ　５３０ｉ","21,650 Km","B48B20B","エンジン","２０２４年３月１６日","車庫に停止している状態でエンジンをかけて始動しようとしたところ、「ドライブトレーン異常」の警告表示が出てエンジンはかかるものの全く動かなくなってしまった。エマージェンシーコールをし、車載コンピュータのリセット方法を教えてもらい、エンジンを切って３０分ほど放置し車載コンピュータがリセットされてから再びエンジンをかけると警告表示がきえて通常通り発進できるようになった。"
768,"2024年03月26日","東京都","ＨＰ","ホンダ","2019/11","6AA-RP5","ステップワゴン","135,000 Km","LFA-H4","燃料装置","２０２４年３月","１０万ｋｍ走行程度から出ていたエンジンからの小さな打音が突然大きくなり始めて１ｋｍ程度でエンジンブローした。マフラーから白煙を吐きながら惰性で左に寄って停車した。ディーラーでエンジン分解したところ、４番ピストンが砕けておりシリンダーも破損。キングピン破損、コンロッド折損、大端部メタルカジリ等が確認され、原因はインジェクター異常によるガスハンマーが考えられると診断された。"
769,"2024年03月26日","山口県","ＨＰ","ニッサン","","DBA-Z12","キューブ","","HR15","車枠・車体","２０２４年３月２０日","走行中、エンジンルームから白煙が上がり、しばらくして火を吹いた。"
770,"2024年03月26日","沖縄県","ＨＰ","マツダ","2016/03","DBA-DJ3FS","デミオ","100,000 Km","P3","その他","２０２４年３月","デジタルのスピードメーターの表示がありえない数字で固着された。"
771,"2024年03月25日","奈良県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2017/07","DAA-NHP130","ヴィッツ","27,000 Km","1NZ-1LM","車枠・車体","","色コードが０７０ホワイトパール色塗装の車で、右ドアのドアモール下部において、１ｃｍくらいの塗装剥離が発生した。"
772,"2024年03月25日","大阪府","電話","スズキ","2024/01","8BJ-DP12H","アドレス１２５","730 Km","AF21","エンジン","２０２４年２月","エンジン始動時や信号待ちで停止した際にエンストする事象が納入１ヶ月くらい経った頃から１日に３回ほど繰り返し起きている。販売店でバルブの調整修理をしたが、エンジン始動時にまたエンストした。"
773,"2024年03月25日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ＢＹＤ","2023/03","ZAA-SC2EXSQ","ＡＴＴＯ３","","TZ200XSQ","かじ取り","","車線逸脱防止機能付きであるが、車線キープが出来ず、むしろ勝手にハンドルが左右に持っていかれる。"
774,"2024年03月25日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2016/03","ZAA-AZE0","リーフ","32,200 Km","EM57","電動機(モーター)","","バッテリーに関わるサービスキャンペーンのリプログラムを済ませた車で、メーター表示上でのバッテリー容量は９セグメントになっているが、充電を行った際に充電器側で表示される電気量等を基に計算すると、明らかに８／１２セグメント以下に劣化している。"
775,"2024年03月25日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","2AJ-JK06","ＰＣＸ　ｅ：ＨＥＶ","","JK06E-K1N","エンジン","","一度普段通りに運転をして、コンビニで止め、その後セルが回らなくなって走行不能になった。"
776,"2024年03月25日","千葉県","ＨＰ","トヨタ","2013/05","DAA-AWS210","クラウン","38,000 Km","2AR-1KM","保安灯火","車検時","フロントドアサイドガラスのスーパーＵＶカットのコーティン部の異常劣化により曇りが発生し、車検時に透過率異常で保安基準不適合となった。"
777,"2024年03月25日","愛知県","ＨＰ","スズキ","2015/03","DBA-MR31S","ハスラー","35,000 Km","R06A","乗車装置","２０２４年２月に気付いた","運転席シートの座面外側後部が、凹んで表皮がつまめるようになっている。"
778,"2024年03月25日","兵庫県","ＨＰ","スズキ","2011/03","DBA-MH23S","ワゴンＲ","77,100 Km","K6A","保安灯火","約３年前","右側格納ミラーが突然モーター音だけで開閉しなくなった。"
779,"2024年03月24日","愛知県","ＨＰ","ホンダ","2023/07","6AA-RZ4","ＺＲ－Ｖ","","LFC-H4","乗車装置","２０２３年８月","スマートキーでドアロックできないことが度々ある。"
780,"2024年03月24日","京都府","ＨＰ","マツダ","2017/10","DBA-BM5FS","アクセラ","41,500 Km","P5","その他","２０２３年１１月末～１２月上旬頃","センターディスプレイの右上部分が白くなっており、時計の時刻が見づらくなった。"
781,"2024年03月24日","静岡県","ＨＰ","ホンダ","2024/02","6AA-RV5","ＶＥＺＥＬ","","LEC-H5","保安灯火","２０２４年２月２４日（納車２日目）","降雨時に雨滴感知オートワイパーが作動しない。"
782,"2024年03月24日","静岡県","ＨＰ","ホンダ","2023/12","6AA-RP8","ステップワゴン","","LFA-H4","電気装置","２０２４年１月","高速道路走行中にアダプティブクルーズコントロールを使っていたところ、突然ＡＣＣ、ＬＫＡＳ、ＣＭＢＳ、路外逸脱抑制機能の異常警告表示が出て使えなくなった。"
783,"2024年03月24日","兵庫県","ＨＰ","ＭＩＮＩ","2022/08","3BA-XU15MW","ＭＩＮＩ　Ｏｎｅ　５　Ｄｏｏｒ","5,992 Km","B38A15A","動力伝達","購入後４ヶ月目の２０２２年１２月","一般道路で一旦停止後、シフトレバーが作動せず走行不能になった。"
784,"2024年03月24日","兵庫県","ＨＰ","ＭＩＮＩ","2022/06","3BA-XU15MW","ＭＩＮＩ　Ｏｎｅ","5,992 Km","B38A15A","走行装置","購入後４ヶ月目の２０２２年１２月","タイヤ空気圧低下の警告灯が度々点灯した。販売店で右前タイヤホイールとタイヤの隙間から空気が漏れの報告を受け、タイヤを新品に交換したが再び空気圧が低下し、再確認した結果、エアバルブからの空気漏れと診断され、エアバルブを交換した。"
785,"2024年03月24日","福岡県","ＨＰ","ニッサン","2014/07","DBA-L33","ティアナ","100,500 Km","QR25","動力伝達","２０２４年３月","交差点内で突然前進もバックもできなくなった。ディーラーで確認したところ、シフトノブ先のセレクトワイヤーが経年劣化で破損して外れたと診断された。"
786,"2024年03月23日","京都府","ＨＰ","フォルクスワーゲン","2023/02","3DA-A1DFF","Ｔ－ＲＯＣ　２．０　ＴＤＩ／１１０ｋＷ","7,900 Km","DFF","制動装置","２０２３年８月","障害物がないにも関わらず、衝突回避機能の誤作動により急停止し、シートベルトの巻き上げ、障害物検知警告音が鳴った。"
787,"2024年03月23日","京都府","ＨＰ","フォルクスワーゲン","2023/02","3DA-A1DFF","Ｔ－ＲＯＣ　２．０　ＴＤＩ／１１０ｋＷ","7,900 Km","DFF","かじ取り","２０２３年８月","レーンキープ機能が故障した。"
788,"2024年03月23日","北海道","ＨＰ","メルセデス・ベンツ","2021/09","3DA-247613M","ＧＬＢ２００ｄ　４ＭＡＴＩＣ","15,000 Km","654","かじ取り","２０２１年９月","直進走行中ステアリングから力を抜くと車が左に寄っていく。アライメント調整等を行ったが改善されない。"
789,"2024年03月23日","大阪府","ＨＰ","ダイハツ","2012/01","DBA-LA100S","ムーヴ","52,307 Km","KF","制動装置","２０２４年２月","アクチュエーターの不具合でＡＢＳ、ブレーキ警告灯が点灯し、エコアイドル・ＣＶＴランプが点滅した。"
790,"2024年03月23日","神奈川県","ＨＰ","スズキ","2020/12","4AA-MR52S","ハスラー","23,600 Km","WA05A","エンジン","２０２４年１月１２日","９０度右折カーブの手前５メートルのところでエンジン回転数が急上昇したため、ガードレールに衝突し、車が横転した。"
791,"2024年03月23日","北海道","ＨＰ","トヨタ","2018/01","DBA-ZRR85G","エスクァイア","82,700 Km","3ZR","動力伝達","２０２４年２月頃から度々ある","シフトをＤからＲにすると変速ショックがある。"
792,"2024年03月22日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2019/02","2BL-SC65","ＣＢ１１００","20,000 Km","SC65E","エンジン","","１５００～２０００回転で失速後、アクセルを回していると急加速になる。二人乗りしていた際に後席の人間が落ちそうになった。"
793,"2024年03月22日","静岡県","24時間電話","スズキ","2015/12","DAA-MK42S","スペーシア","57,700 Km","R06A-WA04A","かじ取り","","始動しようとするが、キーロックになってしまいエンジンがかからない。"
794,"2024年03月22日","和歌山県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2020/01","2BL-RH03","ＣＢ６５０Ｒ","","RH03E","かじ取り","２０２１年ごろ","ハンドルの固定ボルト４本が緩み、ガタガタになった。"
795,"2024年03月22日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","","2BJ-SED6J","ＮＭＡＸ１２５","18,000 Km","E31AE","エンジン","購入から１年１８０００ｋｍ","エンジンオイルがやたらに減るようになった。"
796,"2024年03月22日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","","2BJ-SED6J","ＮＭＡＸ１２５","18,000 Km","E31AE","保安灯火","","ウインカースイッチの反応が悪く、左右ともしっかりとスイッチレバーを押し込まないとウインカーが作動しない。"
797,"2024年03月22日","東京都","ＨＰ","ルノー","2019/12","ABA-BBM5M","メガーヌ","14,000 Km","M5M","保安灯火","２０２３年１１月","デイタイムライトのＬＥＤと透明なプラスチックの配光チューブがＬＥＤの熱によりコゲて変色し、本来は白であるデイタイムライトが黄色から橙色に点灯する。"
798,"2024年03月22日","静岡県","ＨＰ","トヨタ","2018/03","DAA-NTP10","ＪＰＮ　ＴＡＸＩ","304,438 Km","1NZ-2LM","保安灯火","２０２４年１月１４日","後退時のランプ不点灯。ウインカー、バック時、衝突軽減装置警報等のブザー音が鳴らない。"
799,"2024年03月22日","栃木県","ＨＰ","ホンダ","2017/10","DBA-JF3","Ｎ－ＢＯＸ","20,000 Km","S07B","エンジン","随時","突然メーターにエンジンシステム異常と出た。"
800,"2024年03月22日","福岡県","ＨＰ","ＤＳ","2023/06","3LA-D415G06H","ＤＳ　４　Ｅ－ＴＥＮＳＥ","","5G06-ZA02","その他","２０２４年１月","スマートフォンからエアコンのコントロールができるはずだがコントロールできない。元々不安定だったが、ついに通信すらできなくなり、車両のパネルに通信状態を表す４Ｇ表示が３Ｇ表示になっている。"
801,"2024年03月22日","千葉県","ＨＰ","メルセデス・ベンツ","2017/04","DBA-253942C","ＧＬＣ２００","39,200 Km","274","燃料装置","２０２４年２月","エンジンルームがガソリン臭いため、確認したところ、フィードパイプ～高圧ホース間低圧ホース部で燃料漏れ痕が発見された。"
802,"2024年03月22日","茨城県","ＨＰ","メルセデス・ベンツ","2013/08","CBA-176052","Ａ４５　ＡＭＧ","74,584 Km","133","車枠・車体","２０２４年３月２２日","後部座席の床部への雨水が浸入した。"
803,"2024年03月22日","静岡県","ＨＰ","ニッサン","2017/06","DAA-GFC27","セレナ","38,700 Km","MR20-SM24","制動装置","２０２４年２月２７日","プロパイロットを使用して前方車両に追従していた際、特に警告音が鳴ることなく減速が行われなかったため、追突の危険が生じ、自らブレーキを踏んで停止した。再度試みると、緊急ブレーキの告知はあるものの、減速がないため、再び自分で停止した。それでもメーターパネルには異常は見られなかった。"
804,"2024年03月22日","京都府","ＨＰ","フォルクスワーゲン","2023/02","3DA-A1DFF","Ｔ－ＲＯＣ　２．０　ＴＤＩ／１１０ｋＷ","7,900 Km","DFF","排ｶﾞｽ･騒音","２０２３年８月","運転中やアイドリング時に黒煙があがり、エンジン警告ランプが点灯した。"
805,"2024年03月21日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2013/02","DAA-HFC26","セレナ","66,100 Km","MR20-SM23","動力伝達","","信号待ちから発進しようとすると、ゴンッと衝撃が発生する。"
806,"2024年03月21日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2023/04","4AA-MK53S","スペーシア","","R06A-WA05A","エンジン","","エンジンの始動性が悪く、雪が降った日の翌日などは特にひどくエンジンがかからない。"
807,"2024年03月21日","東京都","電話","スズキ","","CA42A","アドレスＶ５０","","A404","排ｶﾞｽ･騒音","","マフラーが熱で内側に曲がっていきタイヤとの隙間が１ｃｍしかない。"
808,"2024年03月21日","神奈川県","電話","ニッサン","2010/02","DBA-H92W","オッティ","28,595 Km","3G83","エンジン","２０２４年３月６日","３０ｋｍ／ｈくらいで走行中にガタガタと異音がしてエンストした。再始動後、Ｄレンジでブレーキペダルを踏んで停車中にエンジン回転数が大きく上下して車が前進し、またエンストした。その後再度エンストし、ギアをバックに入れても後退しないという状態になった。"
809,"2024年03月21日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2015/04","DBA-HA36S","アルトターボＲＳ","56,000 Km","R06A","保安灯火","","フォグランプが３～４年毎に割れる。"
810,"2024年03月21日","大阪府","ＨＰ","シトロエン","2020/07","3BA-A8HN05","Ｃ３　エアクロス","70,000 Km","HN05","エンジン","２０２４年３月１９日","走行開始後すぐ、オイル圧低下、異常のアラートが出た、ディーラーで確認したところ、オイルストレーナーのつまりが考えられると診断された。"
811,"2024年03月21日","埼玉県","電話","三菱","2013/09","QRG-MS96VP","ふそうエアロエース","","6R10","その他","２０２４年３月１９日","高速道路走行中、屋根より異音がしたので最寄りのＰＡで点検したところエアコンカバーがなくなっていた。"
812,"2024年03月20日","岩手県","ＨＰ","ボルボ","2003/05","LA-SB5254AWL","ＸＣ７０","56,200 Km","B5254","乗車装置","２００３年５月","エンジン始動時にエアバッグ警告灯（ＳＲＳ）ランプ点灯がついてエラーメッセージが表示された。整備工場で幾度となくエラーの消去をしていたが、最終的に消去できなくなった。"
813,"2024年03月20日","東京都","ＨＰ","ホンダ","","2BK-MD47","ＣＲＦ２５０Ｌ","9,000 Km","MD47E","エンジン","２０２４年３月","傾斜センサーの不良で、エンジンが再始動できなくなった。"
814,"2024年03月20日","三重県","ＨＰ","ダイハツ","2015/03","EBD-S510P","ハイゼット","28,927 Km","KF","その他","２０２４年２月２３日","エアコンが効かなくなった。整備工場で確認したところ、エアコンコンデンサーにささるパイプＯリングにガス漏れ跡が確認された。Ｏリング交換修理となり、交換後ガス補充したところコンデンサーのフィルター部分の通りが悪く、コンデンサーも追加修理となった。"
815,"2024年03月20日","大阪府","ＨＰ","ニッサン","2019/11","5AA-B44W","ＤＡＹＺ","30,000 Km","BR06-SM21","エンジン","新車登録時","エンジン付近より異音が発生した。ディーラーで確認した結果、遮熱板のガタツキによるものと判明した。"
816,"2024年03月20日","千葉県","ＨＰ","マツダ","2020/08","6BA-KFEP","ＣＸ－５","10,125 Km","PE","乗車装置","２０２４年３月１７日","後部座席右側のシートベルトが伸び切ったまま戻らなくなった。"
817,"2024年03月20日","神奈川県","ＨＰ","ポルシェ","2018/12","ABA-991J1","９１１　Ｃａｒｒｅｒａ","20,000 Km","DCK","電気装置","２０２１年２月から２０２４年３月","アイドリング中、右リア付近からガタッ・・・ガタッと周期的に異音がする。"
818,"2024年03月20日","福岡県","24時間電話","ニッサン","2014/07","DBA-B21W","デイズ","64,700 Km","3B20","保安灯火","","運転席、助手席のドアミラーが開閉しないことがある。"
819,"2024年03月20日","福岡県","24時間電話","ニッサン","2014/07","DBA-B21W","デイズ","64,700 Km","3B20","エンジン","","エンジンがかかりにくいことがある。"
820,"2024年03月19日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2018/01","DBA-LA250S","キャスト","","KF","乗車装置","","ドアロックのリコール措置により、運転席の鍵だけ逆回しになった。"
821,"2024年03月19日","京都府","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2020/08","6AA-MXPJ10","ヤリス　クロス","","M15A-1NM","電気装置","","バッテリーが上がりやすく、新車購入後、これまでに通算４回バッテリーが上がっている。"
822,"2024年03月19日","京都府","ﾌﾘｰﾀﾞｲｱﾙ","フィアット","2016/05","ABA-13909","パンダ","45,000 Km","312A2","エンジン","２０２３年３月","一週間前　クラッチは正しく切れているのにギアが入りにくくなった。ディーラーに持って行ったところフライホイールの交換と言われた。"
823,"2024年03月19日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2023/07","6AA-FE13","ノート","","HR12-EM47","制動装置","","前方に何も問題がない場所を走行しているのに衝突被害軽減ブレーキが作動し、不要なブレーキがかかる。"
824,"2024年03月19日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","DBA-B21A","デイズ　ルークス","","3B20","動力伝達","","信号で発進出来ないことがある。また、発進できても少ししか進んでいかない。"
825,"2024年03月19日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","6BA-JF4","Ｎ－ＢＯＸ","","S07B","エンジン","","加速しない症状が出て、その後、ＰＧＭランプが点滅した。"
826,"2024年03月19日","宮崎県","ＨＰ","トヨタ","","DAA-NHP10","アクア","","1NZ-1LM","保安灯火","３か月くらい前","運転席の窓ガラスの内側が曇り、視界が悪い。車検はギリギリ通るが、窓ガラスを削っても曇り、白い状態はほとんど変わらない。"
827,"2024年03月19日","和歌山県","ＨＰ","スズキ","2021/02","5BA-MH85S","ワゴンＲ","","R06D","その他","","実燃料が満タンの時に燃料計が満タンと表示しない。"
828,"2024年03月19日","神奈川県","ＨＰ","ニッサン","2015/06","DAA-HFC26","セレナ","50,000 Km","MR20-SM23","動力伝達","２０２４年３月７日","交差点にて全く動かなくなり、エンジンはそのまま、どんという音がしてアクセルペダル踏んでも動かない。ディーラーでＣＶＴの部品が切れたとのことで、トランスミッションの交換と診断された。"
829,"2024年03月19日","愛知県","ＨＰ","ニッサン","2023/02","5BF-VM20","ＮＶ２００　バネット","40,204 Km","HR16","制動装置","２０２４年３月","点検時にリヤブレーキホイールシリンダーよりブレーキフルードのにじみを確認した。右リヤブレーキホイールシリンダーのブーツをめくってブレーキフルードの漏れを確認したところ、溜まっていたブレーキフルードがポタポタと垂れてきた。"
830,"2024年03月19日","愛知県","ＨＰ","マツダ","2017/09","DBA-KF5P","ＣＸ－５","47,000 Km","PY","保安灯火","２０２４年３月１５日","ドアミラーが閉じない。"
831,"2024年03月19日","新潟県","ＨＰ","スズキ","2023/03","5AA-MH95S","ワゴンＲ","","R06D-WA04C","電気装置","２０２３年１０月と２０２４年３月","新車半年で、バッテリーが上がりエンジンがかからなくなった。ディーラーに持って行ったところ、バックカメラに基準値を超えた電源が流れていたのが原因と言われ、バッテリーとバックカメラを新品のものと交換してもらったが、２０２４年３月朝、再びバッテリー上がりになっていた。"
832,"2024年03月19日","熊本県","電話","ニッサン","2023/03","5BD-DR17V","ＮＶ１００クリッパー","","R06A","その他","","タイヤハウス内側に樹脂カバーがついておらずタイヤの石が跳ねてすごい音がする。"
833,"2024年03月18日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2014/08","TKG-FEB50","ふそうキャンター","206,400 Km","4P10","エンジン","２０２４年２月２９日","一般道を走行中に突然エンジンが止まった。下り坂だったため、惰性で路肩に寄せて停車した。ディーラーで確認した結果、エンジン本体の交換が必要と診断された。"
834,"2024年03月18日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2017/03","DAA-HE12","ノート","117,300 Km","HR12-EM57","車枠・車体","","高速走行中、フロントグリルアッパが外れて飛んで行った。"
835,"2024年03月18日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2023/09","-","アクア","","","車枠・車体","天気の良い日","日光がダッシュボードに反射して映り込み、前面ガラスの６～７割の範囲がホコリをかぶったように白くなる。"
836,"2024年03月18日","東京都","ＨＰ","その他","","MType-321465","ディクセル　ブレーキパッド","","","装置その他","２０２４年３月","低速でブレーキをかけた時に違和感があったので自宅で点検をしたところ、フロントブレーキキャリパーの中でベースプレートからライニングが外れていた。"
837,"2024年03月18日","東京都","ＨＰ","シトロエン","2018/05","ABA-B6HN01","Ｃ３","40,000 Km","HN01","かじ取り","２０２３年５月","走行中、ハンドルが右に取られて直進しなくなる。"
838,"2024年03月18日","福島県","ＨＰ","トヨタ","2023/12","6AA-MXPK16","アクア","4,000 Km","M15A-1NM-1MM","エンジン","２０２３年１２月","リモートスタートアプリによるエンジン始動機能が正しく作動せず、エンジンがかからない。"
839,"2024年03月18日","愛知県","ＨＰ","三菱","2016/10","DLA-GG2W","アウトランダー　ＰＨＥＶ","45,000 Km","4B11-S61-Y61","エンジン","２０２４年１月　初旬","走行中に道路のグレーチングを超えるときの揺れで「バン！」と音がし、それ以降モーター音が室内に響くようになったため、購入店で確認したところ、エンジンとエンジンマウントをつなぐボルトが折れてエンジンがシャーシー上に落下していた。"
840,"2024年03月17日","千葉県","ＨＰ","マツダ","2017/03","LDA-DK5FW","ＣＸ－３","14,100 Km","S5","乗車装置","２０２２年５月","後部シートベルトが巻き戻らない。"
841,"2024年03月17日","兵庫県","ＨＰ","メルセデス・ベンツ","2018/03","LDA-447811","Ｖ２２０ｄ","36,950 Km","651","車枠・車体","２０２３年頃","フロントガラス上端部分から、車内への雨漏りが発生した。"
842,"2024年03月17日","山形県","ＨＰ","ニッサン","2018/01","DAA-GC27","セレナ","33,300 Km","MR20-SM24","制動装置","２０２４年３月１７日","走行中に突然警告音が鳴り、警告灯とパーキングブレーキのスイッチが常に点滅する状態になった。ディーラーで確認したところ、電子制御システム故障を検出したと説明された。"
843,"2024年03月17日","三重県","ＨＰ","トヨタ","","DBA-ACR50W","エスティマ","","","保安灯火","","テールランプ外側ＬＥＤランプ切れが発生した。"
844,"2024年03月17日","福岡県","ＨＰ","トヨタ","2021/02","5BA-A200A","ライズ","8,000 Km","1KR","動力伝達","２０２４年２月２０日","公園の駐車場に停めようと、Ｕターンしようとして軽くアクセルペダルを踏んだところ、暴走して公園の石垣に衝突した。"
845,"2024年03月17日","山口県","ＨＰ","フォルクスワーゲン","2023/10","3AA-CDDLAV","ゴルフヴァリアント　１．０／８１ｋＷ","7,600 Km","DLA-4450","車枠・車体","２０２４年３月７日","メーターパネルに警告表示がされ、警告音がなり、車両を販売店に持ち込むようメッセージが表示された。その間、サイドブレーキやリアカメラ、衝突防止センサー、ＡＢＳ、クルーズコントロール等が全て作動しなくなった。ディーラーで調査した結果、助手席前方のルーフパネルとＡピラーの接合溶接部に塗装前から存在していたと思われる約０．５ｍｍの穴があり、車体内部に浸水したことから衝突防止センサー等のジャンクションブロックのコネクタが故障したものと診断された。"
846,"2024年03月17日","埼玉県","ＨＰ","フォルクスワーゲン","2014/07","DBA-AUCJZ","ＶＷゴルフ　１．２／７７ｋＷ","53,000 Km","CJZ","保安灯火","２０２３年３月１７日","右ドアミラーの鏡面が脱落した。"
847,"2024年03月16日","神奈川県","ＨＰ","スズキ","2023/01","3BA-DA17W","エブリイ","","R06A","エンジン","納車直後から","ラジエター液が異常に減る。"
848,"2024年03月16日","兵庫県","ＨＰ","ニッサン","2016/02","DBA-B21A","デイズルークス","57,830 Km","3B20","電気装置","２０２４年３月","エンジン付近からシャーと音がなる。エンジン始動時や止まった時にアイドリングが低くなりガタガタと凄い音がしてとまりそうなる。"
849,"2024年03月16日","東京都","ＨＰ","アウディ","","ZAA-FZEBJ","アウディ　Ｑ４　４０　ｅ―ｔｒｏｎ","75 Km","EBJ","電気装置","２０２４年３月８日","運転中に突然充電システムエラー：故障のメッセージが出た。"
850,"2024年03月16日","長野県","ＨＰ","スズキ","","CBA-MK21S","パレット","135,368 Km","K6A","緩衝装置","２０２４年３月","フロントより異音がするので整備工場に入庫して見てもらったところ、フロント右側ストラットのスプリングが上側で折れていた。"
851,"2024年03月16日","大阪府","ＨＰ","スバル","2016/04","DBA-VAG","ＷＲＸ","49,559 Km","FA20","エンジン","２０２４年１月２５日","一般道を走行中に警告音と共にエンジン警告灯が点灯した。整備工場で確認した結果、オイルがＥＣＵに付着してエンジンがかからない　そのオイルはハーネスを伝ってきているという説明があった。"
852,"2024年03月15日","三重県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2020/08","6AA-GR3","フィット","18,000 Km","LEB-H5","走行装置","","タイヤがパンクしたため、ロードサービスを要請して確認したところ、エアバルブが裂けていると診断された。"
853,"2024年03月15日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2013/06","DBA-B21W","デイズ","86,000 Km","3B20","かじ取り","２０２４年２月１２日","走行中にカタカタ音が発生し、翌日、走行中にパワーステアリングが故障してハンドル操作が出来なくなった。"
854,"2024年03月15日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2017/09","DAA-AXVH70","カムリ","207,200 Km","A25A-3NM","制動装置","","タイヤが滑る場面ではないのにＡＢＳが作動し、前輪サスペンション周りも含めてガタガタと異常な振動が発生する。また、この時にＡＢＳの作動ランプが点かない。"
855,"2024年03月15日","山梨県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2019/06","5AA-B47W","ＤＡＹＺ","11,100 Km","BR06-SM21","保安灯火","","ドアミラー鏡面の角度調整アクチュエーターが故障し、角度調整が出来なくなった。"
856,"2024年03月15日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2023/10","4BA-M900A","ルーミー","","1KR","制動装置","","ＡＣＣを使用して走行中、低速でブレーキがかかる時にガッガッガッと大きな異音と振動が発生する。"
857,"2024年03月15日","東京都","電話","ニッサン","2023/10","ZAA-B6AW","サクラ","10 Km","MM48","動力伝達","２０２３年１０月","少しの傾斜がある場所でギアをバックに入れても前進してしまう。ディーラーからは不具合ではないと言われた。"
858,"2024年03月15日","長野県","ＨＰ","ホンダ","2017/10","DBA-JF4","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","50,000 Km","S07B","乗車装置","２０２０年ころから","運転席側座席シートのドア側サイド部分の黒い合皮が短期間で破れた。"
859,"2024年03月15日","神奈川県","ＨＰ","ニッサン","2018/02","DAA-HE12","ノート","35,000 Km","HR12-EM57","動力伝達","２０２４年３月９日","屋内駐車場で空きスペースにいれるためにバックしていたところ、アクセル操作をしていないのに車が急加速し、壁に激突した。障害物接近の警報は鳴ったが自動ブレーキは作動しなかった。"
