番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
3899,"2022年01月05日","奈良県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2017/04","-","スペーシア","11,000 Km","","エンジン","","アクセルペダルを踏んでないのにエンジン回転が３０００～４０００ｒｐｍになる事象が３回発生した。"
3900,"2022年01月05日","大阪府","ＨＰ","ニッサン","2004/12","TA-WFGY61","サファリ","36,600 Km","TB48","その他","２０１６年１月","燃料が残っていないのにも関わらず、燃料計は半分残っている表示をするため、燃料切れになりエンジンが始動できなくなった。"
3901,"2022年01月05日","山梨県","ＨＰ","マツダ","2018/12","5BA-NDERC","ロードスター","13,000 Km","PE","車枠・車体","２０２１年初頭より","樹脂製ガーニッシュ（クォーターガーニッシュ）にクラック（ひび割れ）が発生した。"
3902,"2022年01月04日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2014/10","DAA-HFC26","セレナ　ハイウェイスターＳハイブリッド","59,871 Km","MR20-SM23","電気装置","","オルタネーターから異音が出るようになった。"
3903,"2022年01月04日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2017/03","DBA-DJ3FS","デミオ","31,000 Km","P3","乗車装置","２０２１年１２月３０日","座席にキーを置いていた状態で、ドアを閉めたところ、１分もしないうちに突然ドアロックが勝手にかかり、キーを閉じ込めてしまった。"
3904,"2022年01月04日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2014/08","DBA-HA35S","アルトエコ","20,000 Km","R06A","エンジン","中古で購入直後から","走行中にエンジン回転が勝手に上下する。信号に向かって減速していった時にブレーキペダルを放すとエンジンが吹け上がる。"
3905,"2022年01月04日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2014/01","DAA-HFC26","セレナ","63,000 Km","MR20-SM23","電気装置","２０２１年１１月ごろから","エンジンルームから異音が出るようになった。ディーラーで確認したところオルタネーターの不良と診断された。"
3906,"2022年01月04日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2009/06","DBA-ZGE20W","ウィッシュ","125,100 Km","2ZR","車枠・車体","２～５年前あたりから","ボンネット、ドア、ルーフの塗装が剥がれた。"
3907,"2022年01月04日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2019/09","6AA-RP5","ステップワゴン","","LFA-H4","エンジン","２０２１年１１月３０日","首都高速道路を走行中に突然パーキングアシスト故障という表示と共にエンジンが止まり、加速不能になり、惰力で路肩に流れ着いた。"
3908,"2022年01月04日","東京都","ＨＰ","ボルボ","2015/03","DBA-MB4164T","Ｖ４０ＳＥ","15,000 Km","B4164T","動力伝達","２０２２年","約４０ｋｍ／ｈで走行中、突然「トランスミッション性能が低下しています」とのメッセージが出てギアが抜けたような状態となった。アクセルペダルを踏んでもエンジン回転数が上がらず、そのまま走行できなくなった。一旦停車しエンジンを停止後、改めてエンジンをかけたところ、メッセージは消え、走行可能になった。"
3909,"2022年01月04日","愛知県","ＨＰ","ニッサン","2014/02","DBA-NT32","エクストレイル","81,974 Km","MR20","電気装置","２０２１年１２月１０日","アイドリングストップ後にエンストし、再始動時エンジン部からカラカラと異音がした。駐車後に確認すると焦げ臭い匂いがした。ディーラーで確認したところ、発電機の内部不良と診断された。"
3910,"2022年01月04日","石川県","ＨＰ","ＢＭＷ","2018/06","DLA-1Z06","ＢＭＷ　ｉ３","35,400 Km","W20K06A-P250","燃料装置","２０２０年２月２６日","燃料タンクの容量がカタログ表記上では９Ｌとなっているところ、８．４Ｌしか入らない。"
3911,"2022年01月04日","東京都","ＨＰ","プジョー","2021/06","ZAA-P24ZK01","ｅ２００８","3,500 Km","ZK01","保安灯火","２０２１年６月","「Ｂモード」を使用してアクセルペダルのみで減速した場合、減速度が１．３ｍ／（ｓ＾２）を超えていてもブレーキランプが点灯しない。"
3912,"2022年01月03日","埼玉県","ＨＰ","トヨタ","2020/11","5BA-A200A","ライズ","12,400 Km","1KR","車枠・車体","２０２１年１２月３０日１５時頃","高速道路を時速８ｋｍで走行中、右後部フェンダーの樹脂部分が剥がれ落ちた。"
3913,"2022年01月02日","三重県","ＨＰ","ニッサンＭＴ","2014/06","DBA-K13改","マーチ","130,600 Km","HR15","車枠・車体","２０２１年１０月","トランクのキャッチ横に亀裂が入っているのを発見した。"
3914,"2021年12月31日","福岡県","ＨＰ","ホンダ","2013/12","DAA-GP5","フィット","44,600 Km","LEB-H1","エンジン","２０２１年１０月１３日　４４６７４ｋｍ","上り坂を３０ｋｍ／ｈで走行中にエンジンが停止した。ディーラーでコンピューターの故障と診断され交換を行ったが、その後、バックギヤに入れたところでエンジンが停止した。２度目の整備ではミッショントラブルと診断され、トランスミッションオイルの交換が行われたが、その後、バックギヤに入れたところでまたエンジンが停止した。"
3915,"2021年12月30日","愛知県","ＨＰ","ホンダ","2020/09","6AA-GR3","フィット　ｅＨＥＶ","","LEB-H5","制動装置","２０２１年１２月２９日","エンジンをかけアクセルペダルだけを踏んでいるのにも関わらず、ブレーキがかかった状態で車が動かない。"
3916,"2021年12月30日","東京都","ＨＰ","シトロエン","2017/01","LDA-B787AH01","Ｃ４ピカソ","24,370 Km","AH01","排ｶﾞｽ･騒音","２０２１年１１月１日　走行距離２４３７０","アドブルーが無くなることを表す警告が計器盤に表示され、アドブルーをタンク満タンまで補充するも再度警告が表示された。ディーラーで確認したところ、故障コードＰ２０Ｅ８の入力があるということで、アドブルータンクの交換が見積もられている。"
3917,"2021年12月29日","埼玉県","ＨＰ","ハーレーダビッドソン","2021/04","8BL-FLP","ＦＬＨＸＳ","","P","エンジン","２０２１年１２月２９日　走行距離５００ｋ","インテークマニホールドの変形により、２次エアを吸い込み、エンジン回転が３０００ｒｐｍ近くまで回転が勝手に上がる。"
3918,"2021年12月29日","奈良県","ＨＰ","ホンダ","2012/07","DBA-JF1","ＮＢＯＸ＋","39,100 Km","S07A","動力伝達","２０２０年１月　３００００ｋｍ","ＣＶＴのドリブンプーリーベアリングから異音が発生している。"
3919,"2021年12月28日","愛知県","ＨＰ","ニッサン","2014/01","DAA-HFC26","セレナ","70,000 Km","MR20-SM23","電気装置","２０２１年１２月　総走行距離７００００ｋ","アクセルペダルを踏み込んだ際のエンジン音が大きくなったため、ディーラーで調査を受けた結果、オルタネーターから異音が出ていると診断された。"
3920,"2021年12月28日","神奈川県","ＨＰ","ホンダ","","2AJ-JK06","ＰＣＸ　ｅ：ＨＥＶ","900 Km","JK06E-K1N","電気装置","２０２１年１２月２日、１２月２７日　約９","約９００ｋｍの走行をした際、行きには問題無く走行できたが、２時間後にバイクに乗ろうとしたところ、バッテリーが上がっていた。ライトも暗くなり、ウィンカーの明かりも非常に暗く発光する状態だった。その間、バイク店等に連絡しバッテリー上がりからちょうど５時間後に引上げのトラックが来た時にはメーター、ライト、ウィンカー等きっちりと明るさが回復し、エンジンが掛かるようになった。"
3921,"2021年12月28日","千葉県","ＨＰ","メルセデス・ベンツ","2016/01","RBA-205042C","Ｃ２００","54,000 Km","274","燃料装置","１２月２７日　５４０００ｋｍ","車両をスタートさせた後に車室内・車外から燃料の臭いが漂った。整備工場で確認したところ、燃料ホースのゴム劣化による燃料漏れと診断された。"
3922,"2021年12月28日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2017/01","DAA-MR41S","ハスラー","61,883 Km","R06A-WA04A","保安灯火","","右側のブレーキランプに水が浸入し、内部で溜まってしまう状態になっている。"
3923,"2021年12月28日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","いすゞ","2017/10","TKG-FRR90S2","フォワード","28,400 Km","4HK1","その他","","日中における速度計の視認性が悪く、木陰などに入ったときにメーターが真っ暗になって見えない。"
3924,"2021年12月28日","福井県","ＨＰ","ＢＭＷ","2019/10","LDA-YT20","ＭＩＮＩクーパー","","B47C20A","保安灯火","２０２１年１２月２５日　午後０時２０分頃","フロントガラスに突然亀裂が入っていた。ルームミラーの付け根から斜め下方向の運転席側に向かって約１０ｃｍのひび割れとなっており、ひび割れに飛び石の痕跡がなく、フロント内側に爪の引っ掛かりがあることから、車両（車体）の不具合からフロントガラスのひび割れが発生した可能性が高いと判断している。"
3925,"2021年12月27日","不明","ＨＰ","マツダ","2013/08","LDA-KE2AW","ＣＸ－５","190,800 Km","SH","エンジン","２０２１年１２月１日","ディーラーでの点検時にウォーターバイパスパイプから冷却水が漏れていると指摘された。"
3926,"2021年12月27日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","","5BA-KG5P","ＣＸ－８","","PY","エンジン","購入して間もない時期","エンジンオイル漏れが発生し、オイルランプが点灯した。ディーラーで修理を受けたが、半年経過後に再びオイルランプが点灯したため、ディーラーで確認を受けたところ、前回と同じ部分と、もう一か所からオイル漏れが発生していると診断された。"
3927,"2021年12月27日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2013/07","DBA-MK32S","スペーシア","48,900 Km","R06A","エンジン","２０２１年１２月１２日","一般道を走行中、突然エンジンが吹けてブレーキをかけても止まり切れず、前車に追突した。"
3928,"2021年12月27日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2012/01","DBA-GB3","フリード","86,000 Km","L15A","エンジン","","トンネルを走行中にエンジンが停止した。止まりそうになる途中でのみ警告灯が点灯した。整備工場で見てもらったところ、２，３番の点火プラグとその差し込み穴が破損していると診断された。"
3929,"2021年12月27日","富山県","電話","スズキ","2021/01","EBD-DA16T","キャリイ","","R06A","エンジン","２０２１年１２月１４日","高速道路の追い越し車線を１１０ｋｍ／ｈほどで走行中、突然エンジンが吹け上がり出し、体感で１３０ｋｍ／ｈ位まで加速をし続け、ブレーキやハンドルも効かないまま中央分離帯に３回激突後、左のガードレールにぶつかってようやく停止した。"
3930,"2021年12月27日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","DBA-B21A","デイズルークス","34,000 Km","3B20","緩衝装置","","４年くらい経過した辺りで、車体下部からギコギコと音が出るようになった。ディーラーで確認したところ、ロアアームが欠損してるのではないかと指摘された。"
3931,"2021年12月27日","神奈川県","ＨＰ","ホンダ","2021/01","2AJ-JK06","ＰＣＸ　ｅ：ＨＥＶ","","JK06E-K1N","電動機(モーター)","","エンジン始動後、数十メートル走行した後、メーター内右上のＣＨＡＲＧＥ／ＡＳＳＩＳＴが点滅し、モーターアシストしなくなった。その後、エンジンのみで走行したものの、メーター内の点滅が気になるため、信号で停止時にスイッチをオフにして、すぐにオンにしたら通常通りの表示になったが、エンジンが掛からなくなった。"
3932,"2021年12月26日","東京都","ＨＰ","スバル","2014/10","DBA-BS9","レガシィ","52,000 Km","FB25","制動装置","２０２１年夏頃から発生","エンジンスタート前に踏むブレーキペダルが硬くなり、力いっぱい踏まなければエンジンを始動できないことが度々発生するようになった。ディーラーで確認したところ、ブレーキマスターバッグ一式の交換と診断された。"
3933,"2021年12月24日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","1996/10","E-AT211","コロナプレミオ","86,800 Km","7A","燃料装置","２０２１年","給油をしていたところ、給油口から燃料タンクの間の配管と思われる場所から燃料が漏れてきた。"
3934,"2021年12月24日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2019/01","DBA-GK3","フィット","","L13B","保安灯火","","Ａピラー根本の三角窓に対し、取り扱い説明書ではデフロスターが存在していて風が当たるような絵があるが、実際の車両にはデフロスターのダクトが存在していない。"
3935,"2021年12月24日","山形県","ＨＰ","フィアット","2018/02","ABA-31209","５００","16,000 Km","312A2","その他","２０２１年１２月１３日１４時","高速道路の料金所手前でスピードを落としたが、スピードメータの値が下がらず、その後、車を安全な場所へ停車させたが、スピードメータは上昇を続け、針が振切った状態となり、元へは戻らなくなった、エンジンを切っても、スペードメータの針は振切れたままとなり、実際のスピードがわからないため、運転できないと判断しレッカー移動した。"
3936,"2021年12月24日","岡山県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2019/09","DBA-LA600S","タント","","KF","保安灯火","購入直後から","オートハイビーム機能搭載車で、峠道などを走行時に前走車が居るのにも関わらずハイ・ローが何度も切り替わり、パッシングをしているかのような状態になる。"
3937,"2021年12月24日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2016/03","DAA-RU3","ＶＥＺＥＬ","63,400 Km","LEB-H1","電気装置","２０２１年","車室内の前後に装着されているアクセサリーソケット（１８０Ｗ制限）に１００Ｗ以下の製品を接続して使用したところ、３０分程度でソケット内部の接着部分が過熱により溶損し、使用不能になった。"
3938,"2021年12月24日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2004/08","KK-FK71GJ","ふそうキャンター","75,600 Km","6M61","車枠・車体","２０２１年１２月１にち","前照灯付近から発火した。車両を確認したところ、前照灯バルブの水滴が下にたまっており、腐蝕しており、ショートした様子だった。"
3939,"2021年12月24日","熊本県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2004/07","LE-DA63T","キャリイ","110,000 Km","K6A","その他","","冬期、車が暖まると速度計の針が上がったままになり、燃料計の量を示すブロックが写らない。"
3940,"2021年12月24日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","-","ＳＨＵＴＴＬＥ","","","車枠・車体","２年半くらい前から","Ｆフェンダーとバンパーのつなぎ目のチリの大きさが適正値でなく、クリップの爪が見えるほどになっている。ディーラーで２回バンパーを交換してもらったが、解消しない。"
3941,"2021年12月23日","岡山県","ＨＰ","ニッサン","2009/04","CBA-NE51","エルグランド","116,954 Km","VQ35","電気装置","２０２１／１２／１５","走行中、急に時計が点滅、エアコン風量等切り替え不可、バックに入れても音がでずバックモニターも映らない。バックライト等点滅、フロントライト勝手にハイロー切り替え点滅、ＡＦＳ　ＯＦＦ等メーター部警告灯異常点滅、自動ドアも自動では動かないなど、ほとんどの制御が誤作動をした。危険なため停止後エンジンを切ると各チェックランプがなかなか切れず、エンジンの再始動を試みたが、セルは回るがかからず、翌日自動車整備会社へ点検を依頼したが原因不明と説明されている。"
3942,"2021年12月22日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","C26","セレナ","91,000 Km","","エンジン","２０２１年１２月２２日","エンジンのかかりが悪く、始動するまでしばらくかかった。"
3943,"2021年12月22日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","DAB-JB5","ライフ","","","車枠・車体","","ホンダのロゴマークが脱落した。"
3944,"2021年12月22日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2016/03","DLA-205047","Ｃ３５０ｅ","25,600 Km","274-EM0011","エンジン","","エアコンの故障による影響でエンジンが止まってしまった。"
3945,"2021年12月22日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2015/06","DBA-LA710S","ウェイク","74,833 Km","KF","乗車装置","２０２１年１２月","運転席のドアワイヤーが切れたため、車室内側からドアが開けられなくなった。"
3946,"2021年12月22日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2011/01","CBA-ZE11","ノート","19,500 Km","CR16","動力伝達","","クラッチペダルが戻らなくなることがある。ディーラーで修理を受けているが、６年間症状が解消しない。"
3947,"2021年12月22日","東京都","ＨＰ","トヨタ","2017/07","DBA-ZRR80W","ノア","12,600 Km","3ZR","保安灯火","","電球の投影範囲では無いが、ヘッドライトの表面のクリア層が剥離してきている。また剥離の前に白濁している。"
3948,"2021年12月22日","北海道","ＨＰ","スズキ","2015/05","DBA-HE22S","アルトラパン","24,997 Km","K6A","エンジン","２０２１年１１月","一般道走行中に警告灯が点灯し、直後にエンジン停止した。ディーラーでスロットルボディ不良と診断された。"
3949,"2021年12月22日","新潟県","ＨＰ","ボルボ","2016/09","CBA-DB525XC","ボルボ　ＸＣ６０","77,000 Km","B525","エンジン","２０２１年１２月１日","ファンベルトが裂けて切れ、その一部がクランクプーリーに巻き込まれてタイミングベルトのコマがとび、ピストンでバルブを突いたため、エンジン停止となった。"
3950,"2021年12月22日","北海道","ＨＰ","スバル","2015/04","DBA-SJG","フォレスター","56,000 Km","FA20","制動装置","２０２０年５月","マスターバックシリンダーの不良により、エンジンを始動しようとする時にブレーキペダルが硬くなる。"
3951,"2021年12月21日","石川県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2009/09","DBA-MH23S","ワゴンＲ","26,500 Km","K6A","その他","","エアコンのコンプレッサーの不良により、ＡＣボタンを押すとエンストしてしまう症状が出るようになり、信号待ちで再始動できなくなり、レッカー搬送が必要になった。"
3952,"2021年12月21日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2013/12","DAA-GP5","フィット","27,300 Km","LEB-H1","エンジン","２０２１年１２月５日","県道の急こう配を走行して交差点で左折をした際、エンジンオイルランプが点灯した。１ｋｍほど走行をして車を止めれるところに寄せるために減速をしたところ、バッテリーマークがつくとともにエンジンが止まり、警告灯が全点灯状態で再始動出来なくなった。"
3953,"2021年12月21日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2015/01","DBA-SJ5","フォレスター","60,000 Km","FB20","エンジン","中古車購入直後から","発進時にエンストする。ディーラーで確認したところ、エンジンに使っているセンサーにエラー履歴が確認された。"
3954,"2021年12月21日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2021/02","3BA-AWCZP","ポロＧＴＩ","","CZP","その他","購入直後から","Ｄｉｓｃｏｖｅｒ　Ｍｅｄｉａ　の通信モジュールの不良により、そもそも通信をしない事が多く使い物にならない。"
3955,"2021年12月21日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2014/05","TPG-FBA00","ふそうキャンタ―","170,000 Km","4P10","エンジン","２０２１年","走行中にガチャガチャと異音がして加速しなくなったため、販売店で確認をしたところ、エンジンが損傷していると診断された。"
3956,"2021年12月21日","群馬県","ＨＰ","スズキ","2020/02","3BA-JB74W","ジムニー","","K15B","車枠・車体","２０２０年５月","強めの１速発進時に異音（グワンｏｒグーｏｒブオン）が鳴る。"
3957,"2021年12月21日","岡山県","ＨＰ","マツダ","2013/10","LDA-KE2AW","ＣＸ－５","82,400 Km","SH","エンジン","２０２１年１１月下旬","赤信号での停車に備えて１０ｋｍ／ｈ程度の速度で前進中、エンジンがストップ（イグニッションオフ）となった。整備工場で診断機を接続したが異常所見無く、バッテリーを交換した。"
3958,"2021年12月21日","千葉県","ＨＰ","ホンダ","","2BK-MD47","ＣＲＦ２５０Ｌ","1,401 Km","MD47E","エンジン","購入以来ずっと","交差点進入時、交差点右折発進時にエンジンが止まった。ディーラーでＥＣＵのリセット、スロットルポジションセンサーの調整を受けた。"
3959,"2021年12月21日","宮城県","電話","ニッサン","2018/09","ZAA-ZE1","リーフ　Ｘ","54,000 Km","EM57","制動装置","２０２１年１０月、１１月、１２月","走行中１０ｋｍ／ｈから１５ｋｍ／ｈで突然注意警告のあらゆるインジケーターが点灯し、即座に点検を受けてくださいの表示が出た。症状としてはブレーキが効かず、ブレーキペタルの油圧が抜けた感じで、アンチロックの状況であった。その後、ＡＢＳブレーキが効いてやっと停止した。"
3960,"2021年12月20日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ＭＩＮＩ","2020/09","3BA-JZJCWM","ＭＩＮＩ　ＪＣＷ　Ｃｌｕｂｍａｎ","","B48A20E","エンジン","２０２０年１０月３１日、２０２１年８月１","高速道路を８０ｋｍ／ｈ～１００ｋｍ／ｈで走行中に突然警告音と共にエンジン警告灯が点灯し、エンジンが異常振動するようになった。ディスプレイには「ドライブトレーン異常、点検を受けてください。慎重に走行。最大駆動力が出ません」という表示が出て、４０ｋｍ／ｈまで失速し、それ以上に加速が出来なくなった。ディーラーでインジェクター不良ということで交換修理が行われて帰ってきたが、２０２１年８月に高速道路走行時に同じ症状が再発し、今度はプログラムの書き換えという対応が行われた。"
3961,"2021年12月20日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2018/01","DAA-MH55S","ワゴンＲ","18,300 Km","R06A-WA05A","エンジン","２０２１年１２月５日","踏切を通過しようとした際に突然エンジンが止まり、再始動できなくなったため、ギアをＮにして押し出す事態となった。"
3962,"2021年12月20日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2021/04","6AA-ZWR80G","エスクァイア","","2ZR-5JM","乗車装置","購入直後","両側のスライドドアのローラーアッパーの摺動不良により、ウォーウォーと異音が出た。"
3963,"2021年12月20日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2017/05","ABA-S331G","アトレー","20,000 Km","KF","動力伝達","","ビスカスカップリング不良により、ハンドルを切って曲がろうとした際にデフロックしているかのような旋回不良やバキンという異音が発生する。"
3964,"2021年12月20日","愛知県","ＨＰ","スバル","2021/01","4BA-SK5","フォレスター","6,500 Km","CB18","エンジン","購入当時からまれに","水温、油温が十分に温まった後にエンジンを停止。そこから１～２日ほど開けて、エンジン始動をすると、エンジン回転がふけ上がった後に、一瞬ジャラジャラ音（チェーンが暴れるような音）がする。その後、すぐに再始動しても音は鳴らない。"
3965,"2021年12月20日","三重県","ＨＰ","ニッサン","2014/08","DAA-HC26","セレナ","49,000 Km","MR20-SM23","電気装置","２０２１年１２月","オルタネーターの不良により、異音が出るようになった。"
3966,"2021年12月20日","千葉県","ＨＰ","三菱","2013/12","TKG-FEB80","ふそうキャンター","166,900 Km","4P10","エンジン","２０２１年１２月２０日","クランクプーリーにブレ又はふらつきがあり、クランクプーリーが脱落しそうになっている。"
3967,"2021年12月20日","福岡県","ＨＰ","ニッサン","2019/06","DAA-GFC27","セレナ","25,000 Km","MR20-SM24","制動装置","２０２１年１２月２０日","パーキングブレーキアクチュエーターの不良により、電動パーキングブレーキの不具合でサイドブレーキがかけれない。警告灯及びパーキングブレーキのスイッチが常に点滅状態になった。"
3968,"2021年12月20日","静岡県","ＨＰ","ジャガー","2008/09","CBA-J05HA","ＸＦ　Ｐｒｅｍ．Ｌｕｘ．４．２　Ｖ８","95,000 Km","HB","電気装置","２０２０年１２月","ショートによりポジション球が切れた。ヘッドライトユニット内部配線のビニール被覆が劣化して銅線が剥き出し状態になっていた。"
3969,"2021年12月20日","東京都","ＨＰ","スバル","2013/09","DAA-GPE","インプレッサ","59,255 Km","FB20-MA1","電動機(モーター)","２０２１年１２月","ハイブリッドシステムが作動せず常にエンジンで走行になった。警告が表示された。ディーラーでドライブモーターＯリング交換になった。"
3970,"2021年12月20日","静岡県","ＨＰ","トヨタ","2004/10","CBA-NCP81G","シエンタ","70,600 Km","1NZ","エンジン","数年前から","２時間半走って小休憩後、再度エンジンかけようとすると、かかりにくい。温まっていて再度エンジンかけるとかかりにくい。アクセルペダルを踏まなければかからない。"
3971,"2021年12月20日","京都府","ＨＰ","マツダ","2014/10","DBA-DJ3FS","デミオ","127,800 Km","P3","保安灯火","２０２１年３月頃から","ウォッシャー液がタンクとチューブの継ぎ目あたりから漏れる。"
3972,"2021年12月19日","埼玉県","ＨＰ","ホンダ","2021/05","6BA-GB5","ＦＲＥＥＤ","5,000 Km","L15B","かじ取り","２０２１年５月　購入してから","市内地、郊外を走行していると頻繁に衝突防止回避表示と同時にハンドルがロックされる。"
3973,"2021年12月19日","大阪府","ＨＰ","フォルクスワーゲン","2015/06","DBA-AUCHP","ＶＷゴルフヴァリアント１．４／１０３ｋＷ","69,600 Km","CHP","動力伝達","２０２１年１２月１９日","センターコンソールシフトゲート前方の小物入れの物の出し入れに際し、シフトゲートパネルの外周部のアルミ加飾パネルが浮き上がり、かつ折り返し部の長さが短く、折り返し部からアルミパネルが剥離して、パネルエッジ部が鋭利なため手を触れた際に切傷を負った。"
3974,"2021年12月19日","滋賀県","ＨＰ","マツダ","2011/09","DBA-DEJFS","デミオ","129,900 Km","P3","かじ取り","２０２１年１０月２２日","車を運転していたら運転席の前方、下の部分から何かが落ちた。運転中だったので後で確認することとし、そのまま走行していたら１０～１５分後にハンドルが全く効かなくなった。ディーラーで確認したところ、インターミディエイトシャフトボルトが外れ落ちたものと判った。"
3975,"2021年12月19日","大阪府","ＨＰ","スズキ","2020/12","3BA-JB74W","ジムニー","6,000 Km","K15B","動力伝達","新車時からずっと","加速時エンジン回転１７５０ｒｐｍ付近でトランスファーから音がなる。坂道発進をした際に特に顕著で急勾配では鳴り続ける。"
3976,"2021年12月19日","山梨県","ＨＰ","スズキ","2021/11","3BA-JB74W","ジムニー","1,800 Km","K15B","動力伝達","納車直後より","納車直後より一速ギアで坂道発進や、強く加速するなど負荷が大きい状況で発進時、１５００～２０００回転の間でトランスファーより「ブー」と大きな異音がする。"
3977,"2021年12月18日","大阪府","ＨＰ","ホンダ","","2BK-KF47","ＰＣＸ１６０","2,000 Km","KF47E","かじ取り","","ハンドルが固定されず、前後にグラグラするようになった。"
3978,"2021年12月18日","大阪府","ＨＰ","ホンダ","","2BK-KF47","ＰＣＸ１６０","2,000 Km","KF47E","燃料装置","","給油口が開かなくなった。"
3979,"2021年12月18日","群馬県","ＨＰ","ニッサン","2017/01","DAA-GFC27","セレナ","37,434 Km","MR20-SM24","制動装置","２０２１年１２月","サイドブレーキのランプが点滅し、サイドブレーキがかけられなくなった。"
3980,"2021年12月18日","大阪府","ＨＰ","ＢＭＷ","2015/06","LDA-2E20","ＢＭＷ　２１８ｄ　Ｇｒａｎ　Ｔｏｕｒｅｒ","60,000 Km","B47C20A","動力伝達","２０２１年１１月","走行中ドライブトレーンの画面が出てエンジンの警告灯が点き、アクセルペダルを踏んでも１０ｋｍ／ｈ位しか出なくなった。ディーラーでの確認でトランスミッションオイルが出たり出なかったりしているため、変速機全部の載せ替えが必要と診断された。"
3981,"2021年12月18日","滋賀県","ＨＰ","スズキ","2016/01","DAA-MH44S","ワゴンＲ","77,000 Km","R06A-WA04A","燃料装置","２０２１年１１月２５日　午前１０時","燃料ポンプの不良により、高速道路を走行中にアクセルペダルを踏んでもスピードが落ち、エンジンが停止し再始動不可能になった。"
3982,"2021年12月18日","茨城県","ＨＰ","スバル","2016/05","DBA-SJ5","フォレスター","42,000 Km","FB20","制動装置","２０２０年１０月","マスターバッグの気密不良により、エンジン始動時にブレーキペダルが固くなり、ブレーキペダルを強く踏み込まないとエンジンが始動しない。"
3983,"2021年12月18日","福岡県","ＨＰ","ニッサン","","UA-BGZ11","キューブキュービック","145,000 Km","CR14DE","電気装置","２０２１年１０月","エアコンのエアミックスドアの軸が折れたため、暖房が効かなくなった。送風口の切り替えもできない。"
3984,"2021年12月17日","栃木県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","DBA-B21A","デイズルークス","","3B20","エンジン","２０２１年１２月１４日","ターボチャージャーのウェストゲートバルブが故障し、ターボチャージャーとエンジンが焼けてしまった。"
3985,"2021年12月17日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2021/04","6BA-JG3","Ｎ－ＯＮＥ","","S07B","制動装置","","ブレーキペダルを強めに踏み込み、パッと放した際にガガガ・・と異音が発生する。ブレーキペダルを放したのに、ブレーキが一瞬かかったままになる症状を体験したこともある。"
3986,"2021年12月17日","愛知県","ＨＰ","トヨタ","2009/01","DBA-KGJ10","ｉＱ","85,900 Km","1KR","車枠・車体","","塗装が剥がれ、再塗装を行ったが、１年経過したところ、右フェンダーの塗装が剥がれた。"
3987,"2021年12月17日","福島県","ＨＰ","アウディ","2021/06","3AA-F2DKNF","アウディ　Ａ６　４５Ｔｑ","1,000 Km","DKN-4413","電気装置","２０２１年７月１８日","テレビに切り替えると、「画面にＴＶを起動中お待ちください」というメッセージが出て延々とＴＶに切り替わらない。"
3988,"2021年12月17日","京都府","ＨＰ","トヨタ","2017/02","DBA-M700A","パッソ","13,700 Km","1KR","エンジン","２０２１年１１月下旬","アクセルの応答が悪いことがある。"
