番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
1393,"2022年08月02日","新潟県","ＨＰ","マツダ","2011/01","DBA-HB25S","キャロル","75,000 Km","K6A","乗車装置","２０２２年７月","ドアロック解除してリアゲートを開けようとしても開かなくなった。"
1394,"2022年08月02日","静岡県","ＨＰ","ニッサン","2017/03","DAA-GFC27","セレナ","31,000 Km","MR20-SM24","制動装置","２０２２年５月下旬から６月上旬あたり","電動パーキングブレーキを解除し、発進した直後にサイドブレーキの警告ランプが点灯し、パーキングブレーキの動作が不能になった。ディーラーでハーネスを交換したが直らず、センサーとアクチュエーターの交換になった。"
1395,"2022年08月02日","埼玉県","ＨＰ","トヨタ","2000/04","GF-SXE10","アルテッツァ","260,000 Km","3S","その他","","エアコンのエバポレータ等を覆っているプラスチック製のカバーのクラックもしくは合わせの不良により、車内に漏水してしまう。"
1396,"2022年08月01日","岐阜県","電話","ニッサン","2013/02","DAA-HFC26","セレナ","60,000 Km","MR20-SM23","車枠・車体","数年前から","数年前から少しづつ塗装剥がれが発生していたが、先日、洗車で水をかけた際に、塗装が一気に剥がれた。"
1397,"2022年08月01日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2014/09","DAA-HC26","セレナ","76,000 Km","MR20-SM23","電気装置","２０２２年４月","車を使用中に異音がするようになり、ディーラーで確認したところ、オルタネーター、テンショナー、ベルト、プーリーの交換になった。"
1398,"2022年08月01日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2016/01","LDF-VW6E26","ＮＶ３５０キャラバン","","YD25","エンジン","２０２２年７月２９日","走行中に突然異音がしたあと、数百メートル走行直後にオイルレベル警告灯が点灯し、異音が酷いので路肩に停止レッカー搬送した。車両を調べたところコンロッドキャップの固定ボルトが緩み、エンジンが破損していた。"
1399,"2022年08月01日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2021/02","5AA-GFC27","セレナ","","MR20-SM24","排ｶﾞｽ･騒音","","緩やかな坂を上って行った際に、排気管周りが焦げ臭くなり発煙する。これまでに２回発生している。"
1400,"2022年08月01日","茨城県","ＨＰ","ニッサン","2013/01","DAA-HGY51","シーマハイブリッド","180,000 Km","VQ35-HM34","制動装置","２０２２年７月１９日","走行中、パネルの警告が全て点灯し、ブレーキがロック状態になった。ディーラーで確認したところ、コンピュータの不具合、ブレーキユニット本体不良と診断された。"
1401,"2022年08月01日","東京都","ＨＰ","フォルクスワーゲン","2018/01","ABA-5NCZE","ティグアン","24,590 Km","CZE","制動装置","２０２２年７月３０日","高速道路を走行中、前方に何もないのに自動ブレーキ警告灯が点灯し、緊急ブレーキとシートベルトテンショナーが作動した。"
1402,"2022年08月01日","新潟県","ＨＰ","マツダ","2015/11","DAA-MM42S","フレアワゴン","33,900 Km","R06A-WA04A","保安灯火","２０２２年７月１５日","左ミラーがモーター故障により自動格納しなくなった。"
1403,"2022年08月01日","新潟県","電話","ルノー","2014/08","ABA-RH5F","ルーテシア","43,700 Km","H5F","保安灯火","２０２２年７月","ワイパーのリンケージロッドに関わるリコール（外２５３５）について対象外とされている車で、ワイパーが動かなくなった。"
1404,"2022年07月31日","石川県","ＨＰ","スズキ","2022/04","3BA-JB74W","ジムニーシエラ","1,663 Km","K15B","動力伝達","新車乗り始めから","発進時の半クラッチ又は繋がった直後のアクセルの開け始め位に、フロア下から「ガガガ」と異音がする。"
1405,"2022年07月31日","神奈川県","ＨＰ","ホンダ","2015/07","DBA-JF1","Ｎ－ＢＯＸ","29,800 Km","S07A","エンジン","２０２２年４月","アイドリングストップ後ブレーキペダルから足を離してもエンジン始動せず。スタートボタンを押してもエンジンが始動しない事が度々発生した。"
1406,"2022年07月31日","新潟県","ＨＰ","マツダ","2015/03","LDA-DJ5AS","デミオ","104,700 Km","S5","乗車装置","新車登録後５年経過程度","後席のシートベルトを引っ張ると伸びきったまま元に戻らなくなった。"
1407,"2022年07月31日","岡山県","ＨＰ","ニッサン","2022/04","6AA-E13","ノートｅ－ＰＯＷＥＲ","860 Km","HR12-EM47","乗車装置","２０２２年６月","運転中、運転席座席の背中辺り中の何かが動き、気持ちが悪い。"
1408,"2022年07月31日","愛知県","ＨＰ","フォルクスワーゲン","2014/09","ABA-AUCHH","ゴルフ　ＧＴＩ","115,650 Km","CHH","保安灯火","２０２２年７月３１日","自宅駐車場でドアを閉めたら運転席側ドアミラーの鏡面部が剥がれた。"
1409,"2022年07月30日","京都府","24時間電話","ニッサン","2022/03","5AA-B44A","ＲＯＯＸ","","BR06-SM21","かじ取り","２０２２年７月７日","走行中にハンドルが落ち、走行不能になった。"
1410,"2022年07月30日","埼玉県","ＨＰ","ニッサン","2014/06","DAA-HFC26","セレナ","49,576 Km","MR20-SM23","エンジン","２０２２年７月","停車時にエアコンが効かなくなり、ディーラーで調べてもらったところラジエーターファンモーターの故障と診断され交換を行った。"
1411,"2022年07月30日","奈良県","ＨＰ","スズキ","2015/02","HBD-DA17V","エブリイ","110,000 Km","R06A","動力伝達","２０２１年７月１７日","アクセルペダルを踏みこむとギアがローから変わらない。"
1412,"2022年07月30日","栃木県","ＨＰ","ホンダ","2014/07","DAA-RU3","ＶＥＺＥＬ　Ｈｙｂｒｉｄ　Ｚ","","LEB-H1","動力伝達","２０２２年７月１９日２２時頃","ＰＯＷＥＲスイッチを押して始動したところ、「トランスミッション点検」が表示された。ディーラーで、１速ギヤの商品性悪化と言われ、トランスミッションＡｓｓｙとクラッチの交換が見積もられた。"
1413,"2022年07月30日","長野県","ＨＰ","ホンダ","2019/05","DBA-JF4","Ｎ－ＢＯＸ","39,800 Km","S07B","保安灯火","２０２２年７月２８日","右側スライドドアの窓が開閉時にガタガタと異音を発し、何度かの動作後、動かなくなった。"
1414,"2022年07月30日","東京都","ＨＰ","アルファロメオ","2021/07","3DA-91922","ステルヴィオ","","55284529","動力伝達","購入当初から","時速３０ｋｍ／ｈ～４０ｋｍ／ｈに減速していると、追突しそうな勢いで急に前にグンと加速する。"
1415,"2022年07月30日","静岡県","ＨＰ","三菱","2011/12","LDA-V98W","パジェロ","102,055 Km","4M41","エンジン","２０１９年１１月位、走行距離８万キロ位か","エンジン始動後にエンストが頻発する。再始動をしてもエンストが再発し、まれにバッテリーが上がるまで始動とエンストを繰り返しても始動出来ないことがある。"
1416,"2022年07月29日","東京都","ＨＰ","マツダ","2019/06","5BA-ND5RC","ロードスター","11,400 Km","P5","乗車装置","新車購入の３年後","運転席側・助手席側のドアヒンジに錆が発生している。錆のため、ヒンジのリベット頭部の一部が欠損している。なお、車体外装には、錆は一切発生していない。"
1417,"2022年07月29日","三重県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2003/04","KL-FK71HDZ","ふそうファイター","280,000 Km","6M61","エンジン","２週間前","エンジンマウントのへたりにより、ラジエーターファンがラジエータのファンシュラウドに接触し、ファンが軸から丸ごと破損した。"
1418,"2022年07月29日","山口県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2017/01","DAA-MK42S","スペーシア","89,000 Km","R06A-WA04A","エンジン","２０２２年７月１４日","坂道を走行中、突然加速不能になり、５ｋｍ／ｈ位しか出なくなった。"
1419,"2022年07月29日","山口県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2017/01","DAA-MK42S","スペーシア","89,000 Km","R06A-WA04A","燃料装置","２０２１年９月","信号待ちでアイドリングストップの状態から発進しようとしたところ、エンジンが始動せずに動けなくなった。整備工場で確認したところ、燃料ポンプの経年劣化と診断された。"
1420,"2022年07月29日","神奈川県","電話","トヨタ","2016/07","DAA-ZVW411W","プリウスα","113,200 Km","2ZR-5JM","制動装置","２０２２年７月１５日","前の車両が信号で停車していたためブレーキペダルを踏んだと同時に警告灯が点灯及び警告音が鳴ってブレーキが効かなくなった。"
1421,"2022年07月29日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2017/06","EBD-DA16T","キャリイ","10,000 Km","R06A","動力伝達","２０２１年３～５月ごろ、２０２２年７月２","畑から舗装路に出る際に４ＷＤで出たのち、２ＷＤに切り替えようとしたところ、２ＷＤに切り替えられずに走行できなくなった。ディーラーで修理を受けたが、１年後に同じ症状が再発した。"
1422,"2022年07月29日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2011/10","DBA-FC26","セレナ","97,000 Km","MR20","エンジン","１年くらい前から","エンジン内部より異音がするようになった。整備工場で相談したところタイミングチェーンが緩んでいるのではないかと診断された。"
1423,"2022年07月29日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2015/07","DBA-NCP145","ポルテ","30,000 Km","1NZ","エンジン","","エンジンのチェーンカバーとヘッドとブロックの間からエンジンオイルが漏れた。"
1424,"2022年07月29日","長崎県","ＨＰ","ホンダ","2020/12","6AA-RP5","ステップワゴン","9,000 Km","LFA-H4","動力伝達","走行３０００ｋｍ～９０００ｋｍ（現在）","エンジン始動確認後フットブレーキを踏みシフトレバーをＤレンジに入れるとＲレンジに入ることが今までに６回ほどあった。"
1425,"2022年07月29日","神奈川県","ＨＰ","フォルクスワーゲン","2016/06","ABA-AUCHH","ゴルフ　ＧＴｉ","50,000 Km","AUCHH","制動装置","２０１９年１１月","何も障害物の無い都内一般道の直線区間（上部に鉄橋あり）で警報が鳴り、自動ブレーキが作動して一瞬タイヤがロックした。"
1426,"2022年07月29日","神奈川県","ＨＰ","フォルクスワーゲン","2016/06","ABA-AUCHH","ゴルフ　ＧＴｉ","50,000 Km","AUCHH","保安灯火","度々","窓を開けようとスイッチをワンプッシュしても下まで下がらないことがよくある。"
1427,"2022年07月29日","秋田県","来訪","ＵＤトラックス","2015/03","QKG-CW5ZL","クオン","621,546 Km","GH11","燃料装置","２０２２年７月５日","運行する途中、何らかの原因で燃料タンクが落下した。整備工場を交えて調査を行ったところ、アルミ製タンクハンガーの劣化による腐食が原因と判明した。"
1428,"2022年07月28日","岩手県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2011/01","DBA-YA5","エクシーガ","70,000 Km","EJ20","動力伝達","","２速から３速に変速する際にギアが一度ニュートラルになったような状態でエンジン回転が吹け上がり、その後に突然ロックアップ状態で動力が伝わるため、背中を蹴飛ばされたような衝撃が発生する。この症状が出るとメーターパネルにオイルＴＥＭＰ、横滑りなどの警告が点灯し変速制御も応急モードのような制御になる。"
1429,"2022年07月28日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","2BK-KF30","ＰＣＸ１５０","","KF30E","エンジン","","突然エンストする。販売店で燃料ポンプの交換を行ったが１年後に再発した。"
1430,"2022年07月28日","東京都","ＨＰ","カワサキ","","2BK-ZX250E","Ｎｉｎｊａ　ＺＸ－２５Ｒ","2,200 Km","ZX250EE","エンジン","２０２１年１２月","納車後、３２０ｋｍ走行した時点で自己点検をしたところ、ウォータポンプ部からオイルが滲んでオイルパンの方まで流れ漏れているのを確認した。販売店で修理を行ったが、再発している。"
1431,"2022年07月28日","神奈川県","ＨＰ","プジョー","2021/03","ZAA-P21ZK01","ｅ－２０８","8,000 Km","ZK01","その他","２０２２年７月１９日","リコールが発表されている車で、対応に時間がかかると聞いていたので車を継続使用していたところ、一般道を走行中に「電動走行システム故障」のメッセージが出て走行中に路上停止した。その後は押して移動させたり牽引することもできなくなった。"
1432,"2022年07月28日","愛知県","ＨＰ","フォルクスワーゲン","2014/03","DBA-6RCPT","ＶＷ　ポロ　Ｂｌｕｅ　ＧＴ","110,000 Km","CPT","保安灯火","２０２２年７月２７日","国道走行中に、右サイドミラーの鏡面部分が剥がれ落ちてなくなっていた。"
1433,"2022年07月28日","愛知県","ＨＰ","トヨタ","","6BA-MZRA90W","ヴォクシー","","","その他","新車購入当初から","エンジン始動時、ナビ画面がブラックアウト化し、設定情報が初期化される。再起動しても作動しない。因果関係は不明だが、車両の情報が誤って認識されるのでブレーキが変な箇所でかかる。"
1434,"2022年07月28日","奈良県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2016/03","CBF-TRH200V 改","ハイエース","","1TR","エンジン","","ハイエースにＬＰガスキットを装着したが、エンスト、ガス漏れが頻発する。"
1435,"2022年07月28日","神奈川県","ＨＰ","ＭＩＮＩ","2020/07","DBA-XU20M","ＭＩＮＩ　Ｃｏｏｐｅｒ　Ｓ　５　Ｄｏｏｒ","36,000 Km","B48A20A","燃料装置","２０２２年６月","一般道を法定速度程度で走行中、突然ノッキングし、ドライブトレーン警告が表示された。それ以降高速回転ではノッキングにより燃料が行き届かないような状況に陥った。ディーラーで確認したところ燃料高圧ポンプの異常が原因と診断された。"
1436,"2022年07月28日","群馬県","ＨＰ","フォルクスワーゲン","2016/04","DBA-AUCPT","ＶＷゴルフ　１．４／１０３ｋＷ","42,300 Km","CPT","保安灯火","２０２２年６月","走行中に、右側のドアミラーのガラス部分のみ剥がれて脱落した。"
1437,"2022年07月28日","千葉県","ＨＰ","ニッサン","2012/12","DAA-HFC26","セレナ","130,272 Km","MR20-SM23","電気装置","２０２２年４月","エンジン始動時にゴーゴーと大きな異音がする。始動時の音は大きいが、エンジンが温まると少し音が静かになる。異音が消えるわけではない。"
1438,"2022年07月28日","東京都","ＨＰ","ランドローバー","2014/09","CBA-LV2A","レンジローバーＥｖｏｑｕｅ","30,000 Km","204PT","動力伝達","２０２１年４月ごろより","ギアボックス異常の警告が出てシフトセレクターが全く動かせない状態になった。トランスミッションコントロールユニットを交換したが完治せずに再度発生。今度はギアボックスのバルブボディを交換した。その後はシフトセレクターが動かなくなることはなくなったものの、今度はギアボックスオーバーヒート警告が頻発し最終的には走行ができない事態となった。"
1439,"2022年07月28日","岡山県","ＨＰ","三菱","2013/03","LDA-CV1W","デリカＤ５","166,000 Km","4N14","エンジン","２０２２年３月？","マフラー出口及びその周囲へ煤が酷く着く（真っ黒になる）ようになる。走行中カーブに差し掛かり、アクセルｏｆｆ、コーナー立ち上がりで再びアクセルペダルを踏み込んだが、エンジン回転数上がらずにアイドリング状態で走行不能になり、その後思い出したかのようにエンジンが回り出し、再び走行出来た。ディーラーにてＥＧＲ交換、インテークパイプ交換、煤清掃を行った。"
1440,"2022年07月27日","神奈川県","ＨＰ","トヨタ","2018/10","DBA-ZRR80G","ノア","28,000 Km","3ZR","乗車装置","","ヘッドレストに触れたところ、スポンジが下に落ち込み、差し込むための鉄の棒が２本とも上に突き出し出てきた。布からは突き出していないが、ゴツゴツと鉄の棒が触れる状態になった。"
1441,"2022年07月27日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2016/03","DBA-VMG","レヴォーグ","90,000 Km","FA20","エンジン","２０２２年７月１８日","走行中に加速不良に陥り、エンジンからカラカラと異音が出るようになったため、ディーラーで調べてもらったところ、ターボチャージャーが壊れていると診断された。"
1442,"2022年07月27日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2022/02","6AA-AXAH52","ＲＡＶ４","","A25A-3NM","その他","","車両から出る電磁波により体調不良になった。"
1443,"2022年07月27日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","E26","ＮＶ３５０キャラバン","","","車枠・車体","","前軸の車高が後軸より３ｃｍ高い"
1444,"2022年07月27日","新潟県","ＨＰ","アウディ","2012/06","DBA-4GCHVS","アウディＡ６アバント　２．８ｑ","176,300 Km","CHV","動力伝達","２０２２年４月２６日","エンジンはかかったが、警告（ギヤボックスの故障、駐車ブレーキシステムの故障、タイヤ空気圧システムの故障、ヘッドライト高さ調整故障、ＥＳＰ故障）が複数表示されギアが入らなくなり走行不能になった。ディーラーで点検を受けたところ、ＤＳＧオイル冷却切り替えバルブから冷却水が漏れ、ギヤボックス配線のカプラーに至り端子を腐食させたものと診断された。"
1445,"2022年07月27日","東京都","ＨＰ","ルノー","2019/03","ABA-DFM5P","アルピーヌＡ１１０","17,000 Km","M5P","燃料装置","２０２２年７月１３日","高速道を降り、一般道路を走行して、駐車場に入ったところで突然警告表示がされてエンジンが停止した。再始動を試みたがクランキングはするものの始動せず、警告表示「エンジン不良　危険」が表示されたままになった。燃料ポンプのリコールを済ませた車であるが、ディーラーで燃料ポンプの交換が行われた。"
1446,"2022年07月27日","愛知県","ＨＰ","ニッサン","2014/03","DAA-HFC26","セレナ","114,056 Km","MR20-SM23","電気装置","２０２２年６月","走行中にエンジンルームからの異音がし、それにつれて妙な挙動が出てメーターパネルの警告灯が点灯、信号停車時に異臭と発煙が有り、車を脇に停車してボンネットを開けると、オルタネーターより発煙と異臭、高熱になっているのを確認した。"
1447,"2022年07月27日","石川県","ＨＰ","ホンダ","2012/01","DBA-CU1","アコード","96,250 Km","R20A","かじ取り","２０２２年７月１４日","ハンドルが重くなり右折できなかった、メーターパネルに警告表示が出た。警告音は鳴らなかった。"
1448,"2022年07月27日","長野県","ＨＰ","ニッサン","2013/06","DAA-HFC26","セレナ","53,800 Km","MR20-SM23","動力伝達","２０１９年","２０～４０ｋｍ／ｈで走行中に、ノッキングが日常的に発生する。リコール対象のエラー表示以外に、もう一つＣＶＴ関連にエラーが出ているということで、ＣＶＴの交換が必要となると診断された。"
1449,"2022年07月26日","熊本県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2014/03","LDA-WY20","Ｘ３","105,000 Km","N47D20C","エンジン","２０２２年７月１６日","エンジンをかけてアイドリング中、突然エンジンがガタガタとなりだした。アクセルを開けても普段の加速をせず、２～３ｋｍ走行したところで、止まってしまい、走行不能になったため、レッカーでディーラーへ搬送した。ディーラーからは、タイミングチェーンテンショナーに亀裂が有り、チェーンが緩んでいると診断されている。"
1450,"2022年07月26日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2019/12","CBA-VAB","ＷＲＸ","49,000 Km","EJ20","動力伝達","","クラッチペダルを踏んだ際に異音がするようになった。ディーラーで診断を受け、レリーズベアリングのグリスアップが行われた。"
1451,"2022年07月26日","宮城県","ＨＰ","ホンダ","2020/11","6AA-GR6","フィット","35,000 Km","LEB-H5","制動装置","複数回","敷地から歩道を跨いで車道に出る際、障害物や対向車などもないのに緊急ブレーキが作動し停車した。メーターには踏み間違い衝突軽減システムの様な警告表示と警告音があり、歩道から車道に出る際は少し急な下りだった。"
1452,"2022年07月26日","滋賀県","ＨＰ","シトロエン","2016/12","LDA-B787AH01","Ｃ４ピカソ","33,235 Km","AH01","排ｶﾞｽ･騒音","２０２１年７月","走行中、大量に白煙を排気するようになった。ディーラーで、パーティカルフィルタ、ＥＣＵ、ＮＯｘセンサー、尿素インジェクターについて修理、交換を行った。"
1453,"2022年07月26日","滋賀県","ＨＰ","シトロエン","2016/12","LDA-B787AH01","Ｃ４ピカソ","33,235 Km","AH01","排ｶﾞｽ･騒音","２０２２年４月","車を使用中に突然エンジンフォルト、リペアニードのメッセージと、アドブルータンクの警告が出た。ディーラーでアドブルータンクとＥＣＵの交換を行った。"
1454,"2022年07月26日","滋賀県","ＨＰ","シトロエン","2016/12","LDA-B787AH01","Ｃ４ピカソ","43,200 Km","AH01","その他","２０２２年７月","サンシェードの固定部品が破損したため、走行中に突然サンシェードが勢いよく開いた。"
1455,"2022年07月26日","滋賀県","ＨＰ","シトロエン","2016/12","LDA-B787AH01","Ｃ４ピカソ","33,235 Km","AH01","動力伝達","２０２１年７月","走行中に、段差を超えるときなどに下回りから異音（キンキン音）が発生するようになった。ディーラーで確認した結果、サスペンションクロスメンバーの溶接が外れて内部からの異音が発生していると診断された。"
1456,"2022年07月26日","千葉県","ＨＰ","トヨタ","2018/07","DAA-AXVH70","カムリ","120,000 Km","A25A-3NM","燃料装置","２０２２年７月１９日","メーターパネルに警告音とメッセージが出て急に止まってしまった。道路に寄せきることも出来ず、通行の妨げとなってしまった。パネル自体にはエンジン故障という文言が出ていた。その他警告灯がすべて点灯している状態でエンジンもかからない状況になってしまった。ディーラーで燃料ポンプの故障と診断された。"
1457,"2022年07月26日","岩手県","ＨＰ","ニッサン","","DBA-C27","セレナ","","","エンジン","２０２２／７／２６","エンジンが一発で始動しない、始動後の回転数が安定せずノッキングする、アイドリングストップ表示灯の点滅、エンジンを再始動しても状況変わらず、停止始動時にガソリン臭がする。ディーラーで確認したところ、４気筒のうち３気筒目にミスファイアがあると診断され、コンピュータ更新とバッテリー交換を行ったが症状が再発した。"
1458,"2022年07月26日","宮城県","ＨＰ","ホンダ","2020/11","6AA-GR6","フィット","35,000 Km","LEB-H5","かじ取り","","ＡＣＣとＬＫＡＳを使用して片道１車線の常磐道を走行するとタイヤ１個分以上中央線に寄って走行する。そのため常にハンドルを左に意識しなければならない。"
1459,"2022年07月25日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2022/06","5BA-A03A","ミラージュ","","3A92","乗車装置","２０２２年","走行中にドアが開いた。"
1460,"2022年07月25日","不明","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2021/03","3AA-CDDFYV","ゴルフ","","","動力伝達","","マイルドハイブリッドシステムの制御プログラムに関わるサービスキャンペーンを受けた車で、減速時の変速がスムーズでなくなったり、ナビゲーションやＥＴＣなどの誤動作が頻発するようになった。"
1461,"2022年07月25日","愛知県","ＨＰ","スズキ","2022/01","2BL-GT79B","ＧＳＸ－Ｓ１０００","3,500 Km","T719","エンジン","購入当初から","ローＲＰＭアシストシステム搭載車で、微妙なクラッチ操作で回転数が下がりエンストする。"
1462,"2022年07月25日","岩手県","ＨＰ","マツダ","2015/12","LDA-KE2FW","ＣＸ－５","61,800 Km","SH","制動装置","２０２２年７月","空気圧異常ランプが点灯し確認したところ、左後輪のブレーキローターが赤く加熱して焦げ臭い煙が出ていた。交換部品はキャリパーマウンティング・パットなど一式●修理済み"
1463,"2022年07月25日","三重県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2018/06","2PG-FU75GZ","ふそうスーパーグレート","580,300 Km","6S10","排ｶﾞｽ･騒音","","エキゾーストマニホールドのボルトが折れる。"
1464,"2022年07月25日","島根県","ＨＰ","三菱","2017/09","TPG-FEA20","ふそうキャンター","340,000 Km","4P10","緩衝装置","２０２２年３月","一般道を走行中、エンジンの回転が不安定になり、突然エンジンストールした。ディーラーで確認したところ、排気バルブ・ロッカーアームが脱落・破損していると判り、エンジン載せ替えの見積もりが出た。"
1465,"2022年07月25日","新潟県","ＨＰ","マツダ","2013/01","LDA-KE2AW","ＣＸ－５","120,000 Km","SH","動力伝達","２０２２年７月１７日","高速道路を走行中に、突然、速度が低下し始め、アクセルペダルを踏み込んでも、エンジン回転数が急激に上がるだけで、速度は徐々に低下したため、惰性で路肩に流れ着いた。メーターパネルの警告表示の点灯や警告音はなかった。停車後に、再度アクセルペダルを踏んでも反応せず、発進不可能な状態となった。ディーラーでトランスミッションの故障と診断された。"
1466,"2022年07月25日","不明","電話","ベントレー","2007/04","ABA-BSBWR","コンチネンタル　フライングスパー","","","エンジン","","点火異常により、走行中にエンジンチェックランプが点灯した。"
1467,"2022年07月25日","埼玉県","ＨＰ","トヨタ","2020/11","3DA-GDJ150W","ランドクルーザープラド","16,000 Km","1GD","排ｶﾞｽ･騒音","２０２１年４月２２日から同じ事象が３回発","メーターパネルに「ＤＰＦ再生不十分」、「エンジン保護のため出力低下」、「プリクラッシュセーフティ故障」⇒「販売店で点検してください」の警告表示が出て、ノッキングが発生した。ディーラーにて溜まった煤の洗浄が行われた。"
1468,"2022年07月25日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2018/06","CBA-VAB","ＷＲＸ　ＳＴＩ","10,000 Km","EJ20","保安灯火","","車庫保管で雨天未走行にて管理をしている車であるにもかかわらず、前照灯レンズの下部が曇った。"
1469,"2022年07月25日","埼玉県","ＨＰ","スバル","2018/09","EBD-S500J","サンバートラック","216,000 Km","KF","制動装置","２０２２年７月１３日","橋の下りスロープにてブレーキを掛けたら、スマートアシストが作動し、スマートアシスト機能が優先されているような状態になり、ブレーキをいくら踏んでも効かなくなった。ＡＢＳのガガガガという反応もあったが、そのブレーキの力が非常に弱い状態でブレーキペダルを踏みこんでもブレーキは強まらないまま、ブレーキペダルからの操作を受け付けず、全くスピードが落ちなかったために追突事故になった。"
1470,"2022年07月25日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2003/12","TA-MNH10W","アルファード","170,000 Km","1MZ","エンジン","","エンジンを始動し、ギアをニュートラルにしたところ、エンジンが大きくふけあがった。"
1471,"2022年07月25日","北海道","ＨＰ","トヨタ","2012/03","LDF-KDH206V","レジアスエース","111,055 Km","1KD","車枠・車体","２０２２年６月１５日","ボディ全体の塗装が剥がれた。"
1472,"2022年07月25日","茨城県","ＨＰ","ホンダ","2017/11","DBA-RC1","オデッセイ","1,449 Km","K24W","かじ取り","２０２２年７月２４日","メーターパネルに警告表示がされ、ハンドルが重くなり正常な操作ができなくなった。"
1473,"2022年07月25日","静岡県","ＨＰ","ニッサン","2006/02","TA-WFGY61","サファリ","92,800 Km","TB48","その他","２０２２年７月２３日","燃料の残量がタンクの半分を下回ると燃料計が動かなくなる不具合により、タンクに入っている実際の燃料残量と燃料計の指示値が異なり、それに気付かず燃料切れになり道路上でエンストした。"
1474,"2022年07月25日","山形県","ＨＰ","ホンダ","2019/02","DBA-JF3","Ｎ－ＢＯＸ","15,230 Km","S07B","保安灯火","２０２２年７月２３日","右側リヤスライドドアガラスを作動させると「ガタガタ」異音が出て、複数回動かしたら、ウインドウガラスが落ちた。ディーラーにて確認してもらったところ、レギュレータとドアガラスの交換が必要と診断された。"
1475,"2022年07月24日","愛知県","ＨＰ","アウディ","2014/01","DBA-4GCHVS","アウディＡ６アバント　２．８ｑ","58,700 Km","CHV","燃料装置","２０２２年３月","一般道を通常通り走行していたところ何の警告もなく突然エンジンが停止した。路肩に停車後、再始動を試みたが再始動できなかったため、レッカーでディーラーに持ち込んだ。ディーラーからは、燃料ゲージセンサー故障のエラーコードなので部品交換が必要と言われた。"
1476,"2022年07月24日","東京都","ＨＰ","トヨタ","2014/01","DBA-ZGE20W","ウィッシュ","80,793 Km","2ZR","動力伝達","２０２２年７月１６日","走行中、青信号でスタート後、５～６秒後にエンジンが突然停止した。ディーラーで確認の結果オルタネーターの不具合が原因と診断された。"
1477,"2022年07月24日","埼玉県","ＨＰ","トヨタ","2008/12","DAA-NHW20","プリウス","181,256 Km","1NZ-3CM","エンジン","２０２２年７月９日","一般道運転中に警告灯点灯などなく、５０ｋｍ／ｈ程度の速度で運転中に電源を喪失した。側道へ安全確保、停止後にボンネットから白い煙とこげた異臭がしたため、車から離脱した。数分後、ボンネットを開けたところ助手席側から異臭を感じた。ディーラーで、ハイブリッドのウォーターポンプが壊れていると診断された。"
1478,"2022年07月24日","島根県","ＨＰ","ホンダ","2021/03","6BA-JH3","Ｎ－ＷＧＮ　Ｃｕｓｔｏｍ","20,000 Km","S07B","制動装置","２０２２年７月２１日","直進道路を走行中障害物もないのに緊急停止ブレーキが作動し、６０ｋｍ／ｈから２０ｋｍ／ｈ位まで減速した。"
1479,"2022年07月24日","埼玉県","ＨＰ","ニッサン","2014/06","DAA-HFC26","セレナ","49,576 Km","MR20-SM23","動力伝達","２０２２年７月","加速時・走行時にノッキング、車体振動が発生する。ディーラーで確認したところ、ＣＶＴ異常で交換が必要と診断された。"
1480,"2022年07月24日","神奈川県","ＨＰ","フォルクスワーゲン","2015/04","DBA-AUCPT","ＶＷゴルフ　１．４／１０３ｋＷ","47,300 Km","CPT","保安灯火","２０２２年７月","フロントガラス上部（特に両サイド）が剥がれてきて、そこにゴミが溜まったり、気泡が入り込んでいて、見た目も気持ち悪くなっている。"
1481,"2022年07月23日","長野県","24時間電話","ニッサン","2011/06","DBA-FC26","セレナ","72,000 Km","MR20","保安灯火","２０２２年６月２９日","サイドミラーベース表面のグラスファイバーがむき出しになっていて清掃時に指に刺さり負傷した。"
