番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
1074,"2025年06月19日","神奈川県","ＨＰ","ホンダ","2025/02","6AA-GT5","フリード","522 Km","LEB-H5","保安灯火","２０２５年３月","ギヤをバックに入れても、バックモニターが映らない。"
1075,"2025年06月18日","不明","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","","-","ＣＸ－６０","","","制動装置","","信号停車時などの極低速になる場面において、メーターに何の警告も出ないまま、ブレーキペダルが勝手に引き込まれて車が止まり、アイドリングストップでエンジンも止まる。再発進の操作でエンジンは始動し、走行を再開できるが、同じような極低速に至るとこの現象が再発する。"
1076,"2025年06月18日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2023/06","7BA-A1DNFF","Ｔ－ＲＯＣ　Ｒ　２．０／２２１ｋＷ","","DNF","燃料装置","２０２４年３月、２０２５年６月１６日","駐車中に燃料が漏れた。一度目の発生時に販売店へ相談したところ、何も異常がないと診断されていたが２０２５年６月１６日に再発した。"
1077,"2025年06月18日","熊本県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2021/06","5BA-B43W","ＤＡＹＺ","12,300 Km","BR06","制動装置","２０２５年５月１０日","上り傾斜になっている駐車場に前向きで駐車し、用事を終えた後、車に乗り込み、バックで発進した際、道路上に他車の往来があったため、一旦停車をすべくブレーキ操作をしたが、ブレーキが効かず、自動ブレーキで止まり、同時にエンジンも止まった。"
1078,"2025年06月18日","山梨県","電話","ダイハツ","","MH23S","ワゴンＲ","","","その他","","ダッシュボード下のエアコン配管からガス漏れしている。"
1079,"2025年06月18日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","ZAA-B6AW","サクラ","","MM48","走行装置","","ハブ部分から錆びた粉が出てきて、タイヤ・ホイールが茶色く汚れた。"
1080,"2025年06月18日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2016/02","DBA-AGH35W","ヴェルファイア","152,700 Km","2AR","動力伝達","","ＣＶＴのベアリング不良によりキーという異音がするようになった。"
1081,"2025年06月18日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","シトロエン","2021/01","3DA-K9CYH01","ベルランゴ","25,700 Km","YH01","燃料装置","２０２５年６月","信号待ちでエンストし、再始動不能になった。ディーラーで確認したところ、燃料高圧ポンプから出た鉄粉が燃料ラインに詰まったものと診断された。"
1082,"2025年06月18日","鹿児島県","ﾌﾘｰﾀﾞｲｱﾙ","カワサキ","2023/11","8BL-EJ800E","Ｗ８００","6,000 Km","EJ800AE","エンジン","","エンジンオイルの消費量が多く、３５０ｋｍでオイルゲージの下限まで減るようになった。"
1083,"2025年06月18日","茨城県","ＨＰ","マツダ","2021/09","5AA-DREJ3P","ＭＸ－３０","40,000 Km","PE-MJ","保安灯火","２０２４年８月ごろ","ヘッドライトのファンモーターから異音がし、車内にいても音が響く。"
1084,"2025年06月18日","東京都","ＨＰ","ＢＭＷ","2015/01","LDA-ZB20","ＭＩＮＩ　クーパーＳＤ　クロスオーバー","60,000 Km","N47C20A","エンジン","２０２２年８月　４万ｋｍ","突然エアコンの風が出なくなり、バッテリー警告灯が点いた。ディーラーで確認した結果、バイブレーションダンバーが破損していた。"
1085,"2025年06月18日","秋田県","ＨＰ","ホンダ","2019/08","6BA-JH3","Ｎ－ＷＧＮ","11,000 Km","S07B","制動装置","２０２５年６月１３日１５時台","交差点の先頭から直進加速時、前方に車両は無く、右折の対向車も動いていない状態であったにも関わらず、警告音が鳴り、自動ブレーキが作動してググっと減速Ｇを感じた後、自動ブレーキが解除される挙動が発生した。"
1086,"2025年06月17日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2007/08","ABA-MF16","ＭＩＮＩ　Ｃｏｏｐｅｒ","108,800 Km","N12B16A","エンジン","","車検を受けて間もなく、エンジンオイル警告灯の点灯、フォグランプ切れ、フロントライトの左の枠がパカパカする不具合が発生した。"
1087,"2025年06月17日","大阪府","ＨＰ","スズキ","2018/11","DAA-MK53S","スペーシア","20,000 Km","R06A-WA05A","制動装置","４月中頃","エンジンを始動して発進後、一旦停車しようとしたところ、ブレーキペダルを普段通り踏んでいるのにずるずると進み、その後シャットダウンしたかのような挙動で止まった。"
1088,"2025年06月17日","栃木県","ﾌﾘｰﾀﾞｲｱﾙ","日野","","XZU605","デュトロ","","","動力伝達","","エンジン始動時、クラッチペダルを踏み込んでいないと始動ができない仕組みになっている車で、エンジン停止中にブレーキやクラッチペダルを操作してしまい、クラッチブースターの真空が無くなってしまうとクラッチペダルが踏み込めなくなり、エンジンが始動できなくなるが、このことについて説明書や販売時の説明等で一切触れられていない。"
1089,"2025年06月17日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2023/06","5AA-SKE","フォレスター","","FB20-MA1","車枠・車体","買って１か月くらいの時から","ダッシュボードから異音がする。販売店で音止めのフェルトを追加したが、解消していない。"
1090,"2025年06月17日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2023/06","5AA-SKE","フォレスター","","FB20-MA1","その他","買って１か月くらいの時から","エアコンを作動させるとコンプレッサーが壊れたかのような異音が発生する。一度コンプレッサーの交換を行ったが、解消していない。"
1091,"2025年06月17日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2023/06","5AA-SKE","フォレスター","20,000 Km","FB20-MA1","緩衝装置","","２万ｋｍの使用で、左後輪のストラットからガタが発生した。"
1092,"2025年06月17日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2023/06","5AA-SKE","フォレスター","","FB20-MA1","制動装置","","車両に乗り込むと後輪キャリパーからギコギコと異音がする。右後輪キャリパーの交換を行ったが左からも音が出ている。"
1093,"2025年06月17日","大阪府","電話","トヨタ","2023/01","3BF-TRH226K改","ハイエース救急車　Ｃ－ＣＡＢＩＮ","","2TR","緩衝装置","","緊急走行時に、前輪左側のショックアブソーバが脱落した。"
1094,"2025年06月17日","新潟県","ＨＰ","ホンダ","2020/02","6AA-RT6","ＣＲ－Ｖ","24,500 Km","LFB-H4","車枠・車体","２０２５年６月１５日","サンルーフのサンシェード可動部が破損し、開閉できなくなった。"
1095,"2025年06月17日","茨城県","ＨＰ","ニッサン","2017/01","DAA-GFC27","セレナ","106,714 Km","MR20-SM24","エンジン","２０２５年５月１１日","エンジンチェックランプが点灯したため、車をディーラーに搬送した。ディーラーからインジェクター、スパークプラグ、ＥＧＲコントロールバルプの交換を勧められ、スパークプラグのみ交換したが、交換後、１日で再度警告灯が表示された。"
1096,"2025年06月17日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","その他","","MAX-1","ＥＬＥＭＯｓ４　ＭＡＸ","","","車枠・車体","購入数か月後","路上でフェンダーのステーが破断し、走行不能になった。"
1097,"2025年06月16日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2025/03","5BA-VNH","レヴォーグ","","FA24","かじ取り","購入当初から","車線中央維持機能（ＬＫＡ）のハンドルを維持する強さが前のモデルに比べて弱くなっているため、運転者が片手でハンドルを持っていると容易に車両が寄って行ってしまい、ハンドル操作をしてくださいと言う警告こそ鳴るものの隣車線に入っていってしまう。"
1098,"2025年06月16日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ＫＹＭＣＯ","2021/09","SP50BA","Ｇ－Ｄｉｎｋ２５０ｉ","","SP50D","燃料装置","","ガソリンを満タンに入れて、サイドスタンドで立てると燃料が漏れる。販売店はガソリンを満タンに入れて、サイドスタンドにしておくと、太陽光で温められて、それが漏れると言っている。"
1099,"2025年06月16日","不明","電話","ホンダ","2023/07","6BA-RV3","ＶＥＺＥＬ","4,000 Km","L15Z","緩衝装置","","走行中、サスペンション、ダンパーが突き上げる感じがする。段差に乗りあげる際、右後ろドアから異音がする。"
1100,"2025年06月16日","茨城県","ＨＰ","ホンダ","2015/12","DBA-JW5","Ｓ６６０","105,000 Km","S07A","エンジン","","駐車時にオイル漏れを発見した。ディーラーで確認した結果、エンジンヘッドを固定する８本のロングボルトの内１本が錆びて破断し、ヘッドとブロックに隙間が生じてオイル漏れが発生したと説明があった。"
1101,"2025年06月16日","兵庫県","ＨＰ","三菱","2009/02","ABA-U61W","タウンボックス","202,400 Km","3G83","緩衝装置","２０２５年６月１４日","走行中、突然リアのラテラルロッドが真ん中から折れ、左右に車が振られる状態になり、横転しかけた。"
1102,"2025年06月16日","広島県","ＨＰ","メルセデス・ベンツ","2013/06","DBA-204249","Ｃ１８０ステーションワゴン","141,030 Km","271","保安灯火","２０２５年６月１０日","右テールランプが点灯しなくなり、メーターに警告表示が出た。確認したところ、ターン、ブレーキ、車幅灯のアース回路がコネクタ部で溶損していた。"
1103,"2025年06月16日","大分県","ＨＰ","ＢＭＷ","2017/03","LDA-1S20","ＢＭＷ　１１８ｄ","80,000 Km","B47D20A","保安灯火","２０２４年１２月","雨天後、左側ＬＥＤヘッドライトの内面に水滴を確認した。"
1104,"2025年06月16日","広島県","ＨＰ","ＢＹＤ","2024/09","ZAA-EKXYA","ＳＥＡＬ","5,000 Km","YS210XYA-TZ200XYC","電動機(モーター)","２０２５年５月２２日","急速充電が出来ない。ディーラーで確認したところ、ＤＣ充電ポート異常の記録が確認された。"
1105,"2025年06月15日","兵庫県","ＨＰ","ニッサン","2014/03","DBA-TE52","エルグランド","56,800 Km","QR25","エンジン","２０２５年４月２０日","縦列駐車でハンドルを右いっぱいに切った時ゴトゴト異音がした。エンジンを掛け、シフトをドライブに入れてアクセルペダルを踏むと異音がした。整備工場で確認したところ、エンジンマウントの不具合と診断された。"
1106,"2025年06月15日","和歌山県","ＨＰ","ニッサン","2019/02","DBA-B21A","デイズ　ルークス","13,069 Km","3B20","その他","２０２５年６月６日","エアコンが全く冷えなくなった。ディーラーで各部の点検を行った結果、コンデンサーコアとホース接続部でガス漏れしていた。"
1107,"2025年06月15日","和歌山県","ＨＰ","マツダ","2020/04","3AA-BPEP","ＭＡＺＤＡ３","48,600 Km","HF-MK","保安灯火","２０２３年頃","暑い時期だけ、右ミラーが開閉しなくなる。"
1108,"2025年06月15日","和歌山県","ＨＰ","ホンダ","2015/01","DBA-JC1","ライフ","111,000 Km","P07A","エンジン","２０２５年４月１５日","エンジンチェックランプが点灯した。"
1109,"2025年06月14日","埼玉県","ＨＰ","アウディ","2018/02","DBA-8VCXSL","アウディ　Ａ３セダン　９０ｋｗ","135,000 Km","CXS","保安灯火","２０２４年１１月","デイライトが切れ、新品に交換したが１年半で再度デイライトが切れた。"
1110,"2025年06月14日","兵庫県","ＨＰ","ダイハツ","2001/07","GD-S210P","ハイゼットトラック","29,001 Km","EF","かじ取り","２０２５年","走行中に突然ハンドルが重くなり、ＥＰＳの警告灯が点灯した。"
1111,"2025年06月14日","福島県","ＨＰ","トヨタ","2025/04","4BA-GXPA16","ＧＲ　ヤリス","","G16E","車枠・車体","２０２５年５月納車された時","サイドバンパー部分のビス２本が欠品していた。"
1112,"2025年06月14日","青森県","ＨＰ","ホンダ","2016/07","DAA-GP8","ＳＨＵＴＴＬＥ","83,643 Km","LEB-H1","保安灯火","","間欠ワイパー時、Ｎレンジ・Ｄレンジでブレーキペダルを踏んで離すとワイパーが動く。"
1113,"2025年06月14日","埼玉県","ＨＰ","マツダ","2020/05","3DA-KG2P","ＣＸ－８","26,000 Km","SH","制動装置","２０２３年８月","ブレーキペダルの動きがスムーズでなく、踏みはじめに固着している様な違和感と、踏んだ後の戻りに引っ掛かり感がある。"
1114,"2025年06月13日","愛知県","ＨＰ","三菱","2022/04","5LA-GN0W","アウトランダーＰＨＥＶ","38,800 Km","4B12-S91-YA1","電動機(モーター)","","改６６４措置後、減速力が過度に大きくなった。"
1115,"2025年06月13日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2004/03","LA-SE3P","ＲＸ－８","157,000 Km","13B","動力伝達","２０２３年２月","クラッチペダルのブラケットが折損し、クラッチ操作が不能になる。一度新品に交換修理を行ったが、約１万ｋｍ程度の使用で再発した。"
1116,"2025年06月13日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","","DBA-8WCVK","アウディ　Ａ４","","CVK","制動装置","","右折時や高速道路を走行中、前方に何の危険もないのにも関わらずアウディプレゼンスの警告が出てブレーキがかかり、シートベルトが引き込まれる。"
1117,"2025年06月13日","鹿児島県","電話","三菱","2009/11","ZAA-HA3W","ｉ－ＭｉＥＶ","62,000 Km","Y4F1","電気装置","","バッテリーに関わるリコール対策済みの車でバッテリーが上がった。"
1118,"2025年06月13日","大阪府","ＨＰ","ニッサン","2018/05","DAA-GC27","セレナ","68,759 Km","MR20-SM24","エンジン","運転中","加速が悪くなり、坂道を登らなくなり、エンジンチェックランプが点灯した。ディーラーで確認した結果、Ｅ－ＶＴＣプーリーの交換が必要と診断された。"
1119,"2025年06月13日","静岡県","ＨＰ","ＢＭＷ","2020/05","3DA-6L20","ＢＭＷ　３２０ｄ　ｘＤｒｉｖｅ　Ｔｒ．","80,000 Km","B47D20B","制動装置","２０２５年４月頃から","ブレーキパッドの交換が必要な程まで摩耗が進むとセンサによる検出、及びアラートが表示されると説明があったが、大きな異音がしたり、ディスクの傷が目視できるほど摩耗してもアラートは表示されなかった。"
1120,"2025年06月13日","不明","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2025/06","6AA-GT5","フリード","","LEB-H5","保安灯火","２０２５年６月６日","自宅駐車場に停めておいたところ、運転席側クウォータ―ガラスがバリバリに割れていた。"
1121,"2025年06月12日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/06","DAA-GB7","ＦＲＥＥＤ","47,900 Km","LEB-H1","動力伝達","２０２５年６月７日","走行中にブレーキがかかったように速度が遅くなり、「トランスミッション　高温表示」警告灯と油圧警告灯が点灯した。"
1122,"2025年06月12日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ポルシェ","2023/02","3BA-E3NA","Ｃａｙｅｎｎｅ","","DCB","車枠・車体","","駐車しておいた車のリアゲートが勝手に開いていたり、エンジンをかけ、発進しようとした矢先に勝手に開いたことがある。"
1123,"2025年06月12日","香川県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2013/12","DBA-7NCTH","ＶＷ　シャラン１．４　１１０ｋＷ","70,000 Km","CTH","保安灯火","","購入からこれまでの間にフロントガラスの同じ場所に２回亀裂が入った。"
1124,"2025年06月12日","新潟県","ＨＰ","ホンダ","2013/03","DBA-GG8","フィット　シャトル","175,000 Km","L15A","保安灯火","２０２１年","助手席ウインドウガラスの車内側が白濁し、コーティングがはがれて視界が遮られる状態になった。"
1125,"2025年06月12日","秋田県","ＨＰ","ＢＭＷ","2012/12","LDA-3D20","ＢＭＷ　３２０ｄ","140,000 Km","N47D20C","制動装置","走行距離１２００００ｋｍ程度で発生","負圧低下により徐々にブレーキの効きが悪くなった。"
1126,"2025年06月12日","埼玉県","ＨＰ","ＵＤトラックス","2018/12","2PG-CG5CA","クオン","327,900 Km","GH11","排ｶﾞｽ･騒音","２０２５年４月３日　２０２０年１１月３０","ＤＰＦに煤が全くないにも関わらず、自動燃焼が始まり終了しない。"
1127,"2025年06月12日","埼玉県","ＨＰ","ＵＤトラックス","2021/01","2PG-CG5CA","クオン","293,600 Km","GH11","排ｶﾞｽ･騒音","２０２５年１月２０日","ＤＰＦに煤が全くないにも関わらず、自動燃焼が始まる。"
1128,"2025年06月12日","埼玉県","ＨＰ","ＵＤトラックス","2025/03","2PG-CG5FA","クオン","1,200 Km","GH11","制動装置","２０２５年６月２日　２０２５年６月９日","ＢＳＩＳ／ＬＣＳシステム異常　サービス工場で点検してください。のメッセージを表示が出た。"
1129,"2025年06月12日","静岡県","ＨＰ","ホンダ","2016/10","DAA-GP7","ＳＨＵＴＴＬＥ","85,100 Km","LEB-H1","保安灯火","２０２４年１０月","運転席側サイドガラスに白色の斑点モヤの様なくもりが出て来た。ディーラーでＵＶガラスの劣化によるものと診断された。"
1130,"2025年06月12日","鳥取県","ＨＰ","スズキ","2022/07","3BA-JB64W","ジムニー","","R06A","エンジン","","朝の出勤時など、エンジンが冷えている時に一瞬息継ぎする。冬はエンジンかかりにくくなる。"
1131,"2025年06月11日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2025/02","3AA-CT15","ティグアン　１．５　ＴＳＩ","","DXD-4452","保安灯火","","ドアミラーを開く時に異音が出る。ディーラーに相談したところ、リブという部分を削る対応が行われた。"
1132,"2025年06月11日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","","-","ヴォクシー","","","制動装置","","ブレーキが鳴く。販売店で作業を受けても直らない。"
1133,"2025年06月11日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2025/04","5BA-DG5","ＷＲ－Ｖ","","L15D","エンジン","２０２５年５月１０日","走行中にオレンジ色の警告ランプが点灯し、車が減速をした。"
1134,"2025年06月11日","大阪府","ＨＰ","トヨタ","2022/08","4BA-GXPA16","ＧＲ　ヤリス","","G16E","エンジン","２０２５年５月","冷却水のリザーブタンクから冷却水が吹きこぼれる。"
1135,"2025年06月11日","兵庫県","ＨＰ","カワサキ","2024/03","8BL-ZX400P","Ｎｉｎｊａ　ＺＸ－４ＲＲ","","ZX400PE","エンジン","２０２４年から何度か","交差点で右折時にエンジンの吹け上がりが悪くなりエンストした。"
1136,"2025年06月11日","千葉県","ＨＰ","ニッサン","2017/01","DAA-GFC27","セレナ","38,310 Km","MR20-SM24","制動装置","２０２５年４月","電動パーキングスイッチが赤色で点滅し、メーター内に警告が出た。診断の結果、張力センサーのエラーが確認され、電動パーキングアクチュエーターの不具合と診断された。"
1137,"2025年06月11日","茨城県","ＨＰ","ルノー","2024/06","7DA-KFKK9K","カングー","14,380 Km","K9K","電気装置","２０２４年７月頃以降、複数回","主に気温が３０℃以上の高い日の走行中に「サイドレーダー異常」の警告灯が点灯する。"
1138,"2025年06月11日","大阪府","ＨＰ","ホンダ","2016/06","DBA-RC1","オデッセイ","73,900 Km","K24W","車枠・車体","２０２５年５月２３日","高速道路の本線合流直前、路面凹凸を超えた直後に車体全体が激しく振動した。"
1139,"2025年06月11日","徳島県","ＨＰ","ダイハツ","2023/10","5BA-LA650S","タント","25,000 Km","KF","乗車装置","２０２５年６月１１日","助手席ドアに薄い衣類を挟んでしまったところ、中外のドアノブで開けられなくなり、車から降りる事が出来なくなった。"
1140,"2025年06月11日","福島県","ＨＰ","スバル","2014/12","DBA-VMG","レヴォーグ","70,100 Km","FA20","保安灯火","２０２５年４月","運転席のドアガラスが擦りガラス状態になり、外が見えなくなった。"
1141,"2025年06月11日","東京都","ＨＰ","ルノー","2018/12","ABA-DFM5P","アルピーヌ　Ａ１１０","17,650 Km","M5P","その他","約２年前","エアコンガス漏れにより、冷房が効かなくなった。"
1142,"2025年06月11日","鹿児島県","ＨＰ","スズキ","2020/07","5AA-MR92S","ハスラー","44,000 Km","R06D-WA04C","エンジン","２０２４年３月","エンジンから異音、振動が出る。"
1143,"2025年06月11日","福井県","来訪","東邦","2024/06","PP21A3K2S","ＰＰ２１Ａ３Ｋ２ＳーＧ５０５（試作）","","","車枠・車体","","走行中の振動によってフェンダー前方の付け根の部分からフレームにかけて亀裂が入る。"
1144,"2025年06月10日","京都府","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2024/09","5AA-118384M","ＣＬＡ１８０","","282-EM0025","動力伝達","２０２５年６月３日","エンジンをかけた状態での停車中、「システム待機中」と出て、シフトレバーがＰ位置にあるのにも関わらず「シフトがニュートラルです。車が動く恐れがあります」と出た。"
1145,"2025年06月10日","千葉県","ＨＰ","ホンダ","2022/08","6BA-GR5","フィット","","L13B","電気装置","","通常走行時にＡｎｄｒｏｉｄ　ａｕｔｏを利用していた際に、前触れなくナビ上部より発煙しナビにエラー画面が表示された。発煙は数十秒で収まりそれ以上の広がりはなかったものの、Ａｎｄｒｏｉｄスマートフォンと接続していたＵＳＢコネクタは利用できなくなった。"
1146,"2025年06月10日","石川県","来訪","三菱","2017/02","TPG-FEB50","ふそうキャンター","16,800 Km","4P10","燃料装置","走行距離が１５０００ｋｍ辺り","２０２４年１０月頃、エンジンシステムの赤い文字が点灯し、黄色のランプが点灯したので三菱ふそうに車両を持ち込んだところ、４番インジェクターの不良と診断された。２０２５年５月、同じような事態が発生し、また三菱ふそうに持ち込んだところ２番インジェクションが不良と診断された。"
1147,"2025年06月09日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2019/09","3DA-CV1W","デリカ","79,300 Km","4N14","保安灯火","２０２５年６月６日","コンピューターの不良により、走行中にワイパーが止まった。"
1148,"2025年06月09日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2021/11","6AA-FE13","ノートオーラ","20,000 Km","HR12-EM47","エンジン","","カタログ上の燃費が２４ｋｍ／Ｌのところ、実燃費が１１ｋｍ／Ｌしか出ない。"
1149,"2025年06月09日","滋賀県","ＨＰ","ホンダ","2024/08","6AA-GT6","フリード","6,000 Km","LEB-H5","保安灯火","納車直後から継続中","ディーラーオプションのナビゲーションシステムＬＸＭ－２４２ＺＦＮｉ搭載車で、ナビ画面がブラックアウトしバック時にリアカメラの映像が映らないことがある。"
1150,"2025年06月09日","兵庫県","ＨＰ","ヤマハ","2022/03","8BJ-SEJ4J","ＣＹＧＮＵＳ　ＧＲＹＰＨＵＳ","","E33UE","電気装置","２０２５年６月６日","買い物に行って帰る際に突然エンジンがかからなくなった。整備工場で見てもらったところ、カプラの部分が燃えているとの説明があった。"
1151,"2025年06月09日","愛媛県","ＨＰ","ニッサン","2015/02","DBA-E12","ノート","92,000 Km","HR12","エンジン","１０年目の１２ヶ月定期検査時","ディーラーでの１２ヶ月点検においてエアインレットチューブの摩耗が見受けられるとの報告を受けた。"
1152,"2025年06月09日","東京都","ＨＰ","ルノー","2023/02","5AA-BJAH4MH","ルーテシア","14,000 Km","H4M-5DH-3DA","電動機(モーター)","２０２５年５月２２日午後１時ごろ","アダプティブ・クルーズコントロールで高速道路走行中、突然コントロールが解除された後、黄色いスパナマークの整備警告灯が点灯し、暫くすると赤い緊急警告灯がつき「電気系統を点検してください　危険」というメッセージが表れた。その後は変速機がスムーズにシフトアップ・ダウンせず、車体が前後上下にゆすられギクシャクした動きで時速３０ｋｍ／ｈ以下でしか走れない状態だったので、ハザードランプを付けて徐行し、最寄りのインターから高速道路を下りて、レッカーで最寄りのディーラーに入庫した。ディーラーで確認した結果、ハイブリッドシステムの変速機に繋がる電気モーターの故障と診断された。"
1153,"2025年06月09日","愛知県","ＨＰ","スバル","2023/11","4BA-BT5","レガシィ","26,000 Km","CB18","保安灯火","２０２５年２月２２日","スキー場の駐車場に一晩駐車後、翌日乗車した際にフロントガラスの内側が割れていた。レインセンサー付近を中心に放射状に亀裂が大きく入っていた。"
1154,"2025年06月08日","愛知県","ＨＰ","トヨタ","2018/09","DBA-NSP170G","シエンタ","50,000 Km","2NR","車枠・車体","２０２５年５月","運転席ドア内部防水シートの接着剤強度不足により雨水が車内へ浸入したため、床下にカビが発生した。"
1155,"2025年06月08日","千葉県","ＨＰ","マツダ","2024/02","6BA-KF5P","ＣＸ－５","6,000 Km","PY","保安灯火","２０２５年２月","エアコンを使用し、暖房を内気循環、顔送風で使用していたところ、突然フロントガラス・運転席助手席ガラスが曇りだした。外気循環デフロスターに切り替えたが曇りが取れず、正面が見えなくなった。"
1156,"2025年06月08日","不明","ＨＰ","スズキ","2023/06","3BA-JB64W","ジムニー","12,000 Km","R06A","動力伝達","２０２４年１２月","クラッチペダルを踏み込むと異音が発生するようになった。"
1157,"2025年06月08日","埼玉県","ＨＰ","ＢＭＷ","2024/04","ZAA-62EF67","ＢＭＷ　ｉＸ１　ｘＤｒｉｖｅ３０","17,802 Km","HB0001N0-HB0002N0","走行装置","２０２５年４月１２日","冬タイヤからの履き替え時の状況確認において、保管タイヤ４本とも外側のショルダー部のブロックの間隔の溝部に炸裂痕のような亀裂を発見した。"
1158,"2025年06月07日","広島県","ＨＰ","ホンダ","2015/11","DBA-JF1","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","85,903 Km","S07A","保安灯火","２０２４年頃","左フロントクォーターガラスが徐々に白濁してきて、２０２４年頃には見えづらくなった。"
1159,"2025年06月07日","鹿児島県","ＨＰ","ニッサン","2012/03","CBA-Z34","フェアレディＺ","75,000 Km","VQ37","かじ取り","２０２５年２月２４日","ステアリングロックユニットの不良でエンジンが始動できなくなった。"
1160,"2025年06月07日","三重県","ＨＰ","マツダ","2022/12","3DA-DM8P","ＣＸ－３０","20,000 Km","S8","走行装置","２０２４年１２月","国道を４０ｋｍ／ｈで走行していたら突然左前輪がバーストしてガードレールにぶつかって止まった。左前輪のホイールだけ外側に傾きタイヤが破裂していた。"
1161,"2025年06月07日","大阪府","ＨＰ","トヨタ","2024/09","2DG-GDY281　改","カムロード","","1GD","動力伝達","２０２５年５月２日","高速道路走行中、ハンドルがガタガタ震えたため、路肩に停車して確認したところ焦げ臭いにおいがしていた。車両の下部を覗いたところデフ付近が赤く燃えそうな感じで発煙していた。ディーラーで確認した結果、出荷時のデフボルトの締め付け不足と診断された。"
1162,"2025年06月07日","群馬県","ＨＰ","スズキ","2013/06","DBA-HE22S","アルト　ラパン","56,000 Km","K6A","保安灯火","２０２５年５月３０日","運転席、助手席サイドガラス（車内側）のＵＶコーティングが曇ってザラザラになり、所々キラキラと剥がれてきた。"
1163,"2025年06月06日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","2022/09","5AA-ZB420TM","ボルボ　Ｖ６０","60,000 Km","B420T6-3330","動力伝達","去年秋","ギアをＲに入れてもバックしないことや、前進も動きがギクシャクする症状が出る。"
1164,"2025年06月06日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2023/02","3CA-JU8230A","ＢＭＷ　Ｘ５　ｘＤｒｉｖｅ　３５ｄ","","B57D30B-JA1S03M0","エンジン","２０２５年６月５日","排気ガス再循環装置のリコール修理を済ませている車で、エンジン警告灯が点灯した。"
1165,"2025年06月06日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2023/02","3CA-JU8230A","ＢＭＷ　Ｘ５　ｘＤｒｉｖｅ　３５ｄ","","B57D30B-JA1S03M0","車枠・車体","購入間もなくの頃から","３０ｋｍ／ｈ～４０ｋｍ／ｈを超えたあたりで、ドアトリム周辺からカタカタ異音がする。ディーラーで修理を受けたが再発した。"
1166,"2025年06月06日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2024/11","3BA-JB64W","ジムニー","","R06A","排ｶﾞｽ･騒音","","昨年１２月に納車されたばかりなのに、マフラーが錆びている。"
1167,"2025年06月06日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2022/06","4AA-B38A","デリカミニ","10,000 Km","BR06-SM21","かじ取り","","前タイヤの内側だけが著しく摩耗し、２年の使用でパンクした。"
1168,"2025年06月06日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2021/04","6AA-RV5","ＶＥＺＥＬ","14,500 Km","LEC-H5","乗車装置","","右後席のインナードアハンドルからカタカタと異音がするようになった。確認してみたところ、ハンドルがスカスカで、小指でもドアを開けることが出来てしまう状態になっていた。"
1169,"2025年06月06日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","トライアンフ","2024/06","8BL-LUJ660","デイトナ６００","","U","エンジン","","エンジンが暖まっている状態でエンジンを止め、１０分程度後に再始動しようとすると、一発で始動しない。ディーラーでコンピューターのアップデートをしてもらったが、４回セルモーターを回すのが３回になった程度であり、問題が解消しない。"
