番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
382,"2023年02月27日","徳島県","ﾌﾘｰﾀﾞｲｱﾙ","その他","","23-114","モリタ宮田工業　自動車用消火器ブラケット","","","装置その他","","高圧ガス運搬車等に装着する、自動車用消火器用のブラケットが強度不足で固定部が破損し、消火器が外れる。"
383,"2023年02月26日","愛知県","ＨＰ","フォルクスワーゲン","2020/09","3DA-AUDFG","ゴルフヴァリアントＴＤＩ／１１０ｋＷ","","DFG","制動装置","中古車購入時点から","ブレーキフルードリザーバータンクの容器上面が白化している。"
384,"2023年02月25日","青森県","ＨＰ","ホンダ","2018/01","DBA-JF4","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","45,000 Km","S07B","エンジン","２０２３年２月１日","走行中に坂道で吹けなくなり、エンジン警告灯が点灯して、エンジン回転数が下がった。ディーラーで診断した結果、複数シリンダにて失火が確認された。"
385,"2023年02月25日","静岡県","ＨＰ","シトロエン","2017/03","LDA-B7CAH02","ＤＳ４　ＣＲＯＳＳＢＡＣＫ","89,340 Km","AH02","電気装置","２０２２年１２月","エンジン始動時に「Ｅｌｅｃｔｒｉｃａｌ　ｃｉｒｃｕｉｔ　ｆａｕｌｔ」のエラー表示が発生した。ディーラーにてテスター診断してもらったところ、電源供給保護ユニットステータスエラーと診断された。後日、エンジン始動が一切できなくなり、メーター表示等の電力供給も明滅していた。バッテリー上がりと判断してロードサービスにてエンジン始動してもらい、ディーラーに持ち込んだところ、電源供給保護ユニットとバッテリーの新品交換を推奨され、交換をした。"
386,"2023年02月24日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2016/01","DBA-NT32","エクストレイル","","MR20","動力伝達","２０２３年２月","一般道を走行中に異音がし、車が止まってしまった。確認したところ、トランスファ内部の破損と思われ、交換が必要となった。"
387,"2023年02月24日","新潟県","ＨＰ","ホンダ","2013/12","DAA-GP5","フィット","137,000 Km","LEB-H1","動力伝達","２０２３年１月","始動したところ、トランスミッションからキーキーとモスキート音のような高音が鳴り出すようになった。"
388,"2023年02月24日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","プジョー","2019/08","LDA-T9WYH01","３０８ｓｗ","64,600 Km","YH01","エンジン","２０２２年１１月３日","高速道路を走行中に突然エンジンが停止した。ディーラーで確認し、当初バッテリーのヘタリと診断されて交換したが、症状が解消せず、燃料高圧ポンプ不良の疑いとして追加で交換整備をしたが、それでも解消せず、さらに調査が行われた結果、燃料フィルター部から燃料系統にゴミが流れ込んだものと診断された。"
389,"2023年02月24日","宮崎県","ＨＰ","メルセデス・ベンツ","2017/08","LDA-447811","Ｖ２２０ｄ","39,000 Km","651","エンジン","この１年で数回発生","Ｏ２センサーの不良により、チェックランプが点灯した。"
390,"2023年02月24日","東京都","電話","ホンダ","","不明","Ｎ－ＢＯＸ","","","車枠・車体","新車購入時から","ノッキングの症状を起こしており、複数回修理に出しているが直らず、先日またノッキングを起こした。"
391,"2023年02月24日","山梨県","ﾌﾘｰﾀﾞｲｱﾙ","ポルシェ","2022/02","3BA-E3NAA","Ｃａｙｅｎｎｅ","","","保安灯火","","洗車後、前照灯のレンズ内側に水が浸入し、水滴が付着した状態になった。"
392,"2023年02月24日","山梨県","ﾌﾘｰﾀﾞｲｱﾙ","ポルシェ","2022/02","3BA-E3NAA","Ｃａｙｅｎｎｅ","","DCB","制動装置","購入直後から","停止するときにブレーキがキーキー鳴く。"
393,"2023年02月24日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","","ABF-SKP2L","ボンゴトラック","","","車枠・車体","","後部アオリの溶接部分、及び、アオリの四隅のフレーム部分の溶接が切れてしまい、耕運機を乗せるラダーをかけられなくなった。"
394,"2023年02月24日","福岡県","ＨＰ","日野","2017/08","QPG-FW1EXEG","日野プロフィア","5,552,000 Km","E13C","排ｶﾞｽ･騒音","２０２３年２月２０日","ＤＰＲの自動再生が実行されるとパワーが落ちる。また、坂道でパワーが落ちる症状があり、ディーラーで点検したところ、煤の蓄積量を検知するためのホースが抜けてしまっているため、煤焼きが動いてなく、また、煤がマフラー内に蓄積してしまい、尿素側も詰まってしまっている状況と判った。"
395,"2023年02月23日","静岡県","ＨＰ","ダイハツ","2006/06","CBA-L405S","ソニカ","102,500 Km","KF","車枠・車体","２０２２年１２月３０日　エンジン脱着修理","エンジンルーム奥側の下部の車体フレームにおいて、幅５ｍｍ程度・長さ１００ｍｍ程度の隅肉溶接ビードの溶け落ちを発見した。"
396,"2023年02月22日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2012/11","LDF-VW2E26","ＮＶ３５０キャラバン","212,100 Km","YD25","エンジン","","ラジエーターのアッパータンクやホース接続部において亀裂が生じ、水漏れした。"
397,"2023年02月22日","茨城県","ＨＰ","ニッサン","2021/07","ZAA-ZE1","リーフ","18,957 Km","EM57","電気装置","２０２３年２月２１日","エンジン始動時に「ＥＶシステム故障」「次回起動できません」と表示され、走行する事ができなくなった。"
398,"2023年02月22日","群馬県","ＨＰ","プジョー","2017/07","LDA-T9BH01","３０８","52,000 Km","BH01","排ｶﾞｽ･騒音","２０２３年２月","走行中、突然エンジン故障警告灯とアドブルー警告灯が点灯した。整備工場でアドブルーインジェクターの詰まりと診断された。"
399,"2023年02月21日","東京都","電話","トヨタ","2018/10","6AA-AZSH20","クラウン","203,300 Km","A25A-1KM","エンジン","２０２２年１１月１４日","首都高速走行中、走行中にバンと音がして発煙し、路肩に停車したところ、エンジンルームから出火した。"
400,"2023年02月21日","東京都","ＨＰ","ポルシェ","2022/08","7BA-J1NUA","Ｍａｃａｎ　ＧＴＳ","500 Km","DGR","走行装置","２０２３年１月８日","時速１０ｋｍでの運転で後部左側のボディをガードレールにぶつけた際、その衝撃でリアアクスルが折れた。"
401,"2023年02月21日","北海道","ＨＰ","スズキ","2016/03","DAA-MK36S","ソリオ","118,000 Km","K12C-WA05A","緩衝装置","２０２３年２月","急に車体が前下がりになり、乗り心地が悪くなった。車両を確認したところ、フロントサスペンションスプリングが左右とも折れていた。"
402,"2023年02月20日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2022/01","3BA-AGH30W","アルファード","","2AR","車枠・車体","","特定の傾斜が有る場所に停めている状態において、電動ハッチが閉まらなくなる。ディーラーの別の車両でも再現できており、傾斜で歪むからであり、修理不可能と言われている。"
403,"2023年02月20日","和歌山県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","","-","キャリイ","","","乗車装置","","助手席ドアに半ドア警告灯が装備されていない。"
404,"2023年02月20日","愛知県","ＨＰ","ＤＳ","2022/11","3DA-D41YH01","ＤＳ４","900 Km","YH01","エンジン","２０２３年１月２８日","一般道を１０分程度、高速道路を２０分程度、一般道を５分程度走行している最中に「エンジン故障」、「油圧異常」という警告が出てスピードが出なくなったた。一旦エンジン停止をしたところ、その後エンジンの再始動ができなくなったため、レッカーでディーラーへ搬送した。"
405,"2023年02月20日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2010/10","DBA-Z12","キューブ","90,000 Km","HR15","かじ取り","２０２３年２月１０日","ステアリングロックの不具合により、突然エンジンがかからなくなった。"
406,"2023年02月20日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2017/04","DAA-NHP10","アクア","48,400 Km","1NZ-1LM","走行装置","１０日前くらい","リヤのハブベアリングから異音がするようになった。ディーラーで確認したところ、ベアリングにガタがあると診断された。"
407,"2023年02月20日","山形県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2017/03","QPG-FU64VZ","ふそうスーパーグレート","564,700 Km","6R10","車枠・車体","","アルミサイドバンパーのステーが、走行中に折れる。（ボルト締めつけ部から亀裂が生じる）"
408,"2023年02月20日","山形県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2017/03","QPG-FU64VZ","ふそうスーパーグレート","507,500 Km","6R10","車枠・車体","","アルミサイドバンパーのステーが、走行中に折れる。（ボルト締めつけ部から亀裂が生じる）"
409,"2023年02月20日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2015/01","DAA-HFC26","セレナ","125,000 Km","MR20-SM23","動力伝達","５万ｋｍ時と現在","ＣＶＴの不良により、アクセルペダルを踏んでも車が動かなかったり、走行時にエンジンを４０００ｒｐｍにしても３８ｋｍ／ｈしか出ない症状になった。走行距離が５万ｋｍ時に一度ＣＶＴを交換修理をしており、その上で再度ＣＶＴが故障している。"
410,"2023年02月20日","不明","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2022/04","5BA-M900A","パッソＭＯＤＡ","","1KR","保安灯火","納車初日から","ウインカーの車線変更モードを使った際に、ずっと消えない事が有る。"
411,"2023年02月20日","不明","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2022/04","5BA-M900A","パッソＭＯＤＡ","","1KR","エンジン","","エンジンがかからなかったことが有る。販売店でスタートボタンを交換した。"
412,"2023年02月20日","不明","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2022/04","5BA-M900A","パッソＭＯＤＡ","","1KR","乗車装置","","周囲に鍵を持ってる人がいないのに、電子キーが勝手に開いたことが有る。開錠のためのドアノブのボタンについて運転席側が反応しなかったことが有る。"
413,"2023年02月20日","不明","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2022/04","5BA-M900A","パッソＭＯＤＡ","","1KR","保安灯火","","ドアミラーが自動で開かなかったことが有る。"
414,"2023年02月20日","不明","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2022/04","5BA-M900A","パッソＭＯＤＡ","","1KR","乗車装置","","シートベルトリマインダ―が、作動しないはずの極低速での車庫入れ時に鳴り続けた。シートベルトの部品を交換して解消した。"
415,"2023年02月20日","三重県","ＨＰ","ＭＩＮＩ","2021/03","3BA-XU15MW","ＭＩＮＩ　Ｃｏｏｐｅｒ　５　Ｄｏｏｒ","20,000 Km","B38A15A","エンジン","２０２３年２月２０日","走行中、突然、「ドライブトレーン　走行継続可能」が表示され、黄色い警告灯が点いた。その後すぐ、エンジンからゴゴゴという激しい異音がしてアクセルペダルが硬くなり踏み込めず、加速がままならない状態になった。"
416,"2023年02月20日","東京都","ＨＰ","フォルクスワーゲン","2021/08","3AA-CDDLA","ゴルフ　１．０／８１ｋＷ","","DLA-4450","エンジン","２０２３年２月２０日","運転支援システムを使用して高速道路を走行中、運転支援にエラーが発生した。手動運転に切り替えるが速度が減速し、アクセルペダルを踏み込んでも加速せず、４０ｋｍ／ｈが限度の加速となった。側道で停車させてエンジンを一度切り、１０秒ほど後に再始動させたところ、なんとか走行可能となったが、メーター左のマークが点灯したままとなった。"
417,"2023年02月19日","東京都","ＦＡＸ","日野","2017/02","TKG-XZU675M","日野デュトロ","99,900 Km","N04C","排ｶﾞｽ･騒音","２０２２年１２月１４日","高速走行中にＤＰＦの自動再生が作動し、処理終了後エンジン警告灯が点灯した。ディーラーで点検を受けたところ、マフラー燃焼センサー及び配線が発火しておりセンサー後部にある荷台横根太が一部焼けていると判った。"
418,"2023年02月18日","東京都","ＨＰ","ホンダ","2016/07","DAA-GP7","ＳＨＵＴＴＬＥ","14,600 Km","LEB-H1","その他","","エアコンガス漏れにより、空調機能が低下した。"
419,"2023年02月18日","埼玉県","ＨＰ","ＢＭＷ","2016/09","LDA-1S20","ＢＭＷ　１１８ｄ","56,000 Km","B47D20A","エンジン","２０２３年２月１０日","高速道路を走行中、トンネル内でエンジン出力が消失し「ドライブトレーン」警告ランプが点灯した。惰性を活用し直近の非常駐車帯に緊急停車後、エンジン再始動を行ったが始動しなかったためレッカー搬送をした。ディーラーでタイミングチェーン周りの障害でバルブタイミングがずれたものと診断された。"
420,"2023年02月18日","静岡県","ＨＰ","ニッサン","2022/07","5AA-B44A","ＲＯＯＸ","13,000 Km","BR06-SM21","緩衝装置","２０２３年２月１７日","走行中に異音と共に自走不能になった。車両を確認したところロアアームボールジョイントのボルトが抜けていると判った。"
421,"2023年02月17日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2017/01","DAA-GFC27","セレナ","36,100 Km","MR20-SM24","燃料装置","２０２２年１２月１２日","走行中にエンジンが止まりそうになり、振動が発生した。システムエラーの表示も出た。ディーラーに対応を依頼した結果、インジェクターの交換修理が見積もられた。"
422,"2023年02月17日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2017/01","DAA-GFC27","セレナ","36,100 Km","MR20-SM24","制動装置","２０２２年１２月２５日","ブレーキの効きが極端に悪くなった。ディーラーでブレーキマスターシリンダー不良として見積もりが提示された。"
423,"2023年02月17日","岡山県","ＨＰ","トヨタ","2020/12","ZBA-JPD20","ミライ","1,800 Km","3KM","その他","２０２３年１月６日","ナビの音声認識機能において、取扱説明書に記載のある機能（オーディオ・エアコン）を使用できない。"
424,"2023年02月17日","福岡県","ＨＰ","ボルボ","2017/12","LDA-MD4204T","ボルボ　Ｖ４０クロスカントリー","83,000 Km","D4204T","制動装置","２０２３年１月２２日、１月２８日","気温が低い早朝（およそ０℃～５℃くらい）に車庫から車を発車させた際、ブレーキペダルを踏んでもペダルが非常に硬く、踏み込めない状態になった。何度も踏み込んで何とか止まった。同じ症状が２２日と２８日に２回発生した。ディーラーで確認の結果ブレーキブースター圧力センサー信号不具合に伴い、ブレーキサーボの交換になった。"
425,"2023年02月17日","愛知県","ＨＰ","スバル","2013/11","DBA-BRG","レガシィ","67,000 Km","FA20","制動装置","２０２３年１月下旬","エンジン始動時にブレーキペダルの踏みごたえが固くなった。ディーラーで確認したところ、ブレーキマスターバックに錆が見られるとのことで交換をした。"
426,"2023年02月17日","栃木県","ＨＰ","マツダ","2017/03","LDA-KF2P","ＣＸ－５","52,300 Km","SH","乗車装置","２０２３年１月","後部座席のシートベルトが伸びたきり、巻き取らなくなった。"
427,"2023年02月17日","静岡県","ＨＰ","マツダ","2014/08","LDA-KE2FW","ＣＸ－５","70,200 Km","SH","エンジン","２０２３年１月１９日","走行中にエンジン油圧異常の警告灯が点灯した。ディーラーで確認した結果、ストレーナに煤が固着してこの症状に至ったと診断され、オイルパンストレーナ交換修理を行うことになった。"
428,"2023年02月17日","愛知県","ＨＰ","フォルクスワーゲン","2017/10","ABA-5NCZE","ティグアン　１．４／１１０ｋＷ","28,600 Km","CZE","電気装置","２０２３年２月　頻度は２日に１回程度","バイパス走行中にフロントセンサーデータなしの警告が点灯した。警告灯は１５～３０分程で消えるが、その間はＡＣＣならびに衝突軽減ブレーキ等は作動しない。"
429,"2023年02月16日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","","-","Ａ５","","","その他","","アウディ純正のカーナビ（バーチャルコクピット）において、ルート案内やオートズーム等の機能が正しく作動しない。"
430,"2023年02月16日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2020/09","3DA-GDJ150W","ランドクルーザープラド","18,000 Km","1GD","排ｶﾞｽ･騒音","２０２２年１１月初旬、２０２３年１月２０","ＤＰＦに煤が溜まったという警告が点き、強制再生をしようとしたところ、エンジン故障の表示が出て処理が出来なくなった。ディーラーで強制再生作業を行ってもらい、一度症状が解消したが、２０２３年１月にはＤＰＦの堆積メーターが２から一気に増加し、再びエンジン故障の警告がでたため再度ディーラーに申告したところ、インジェクション等の部品交換になった。"
431,"2023年02月16日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2013/12","DAA-GP5","フィット","86,000 Km","LEB-H1","動力伝達","２０２３年","ハイドロスタティックアクチュエーターの不良により、走行中にギアが偶数段に変速しなくなり、速度が出せなくなった。"
432,"2023年02月15日","千葉県","ＨＰ","スズキ","2016/02","DBA-SC26","ランディ","55,000 Km","MR20","電気装置","２０２２年１月２８日","オルタネーターから異音がし、プーリーが脱落して走行不能になった。"
433,"2023年02月15日","広島県","ＨＰ","ニッサン","2022/02","6AA-E13","ノート","1,000 Km","HR12-EM47","かじ取り","２０２２年３月から","ステアリングの形状不良により、ステアリングを正確に回転させることが出来ない。"
434,"2023年02月15日","北海道","電話","レクサス","2013/09","DAA-UVF45","ＬＳ６００ｈ","89,800 Km","2UR-1KM","保安灯火","２０２２年１２月中古車購入直後から","サイドミラーの上下に亀裂が入り、縁部分は真っ黒になってきて視認性が低下してきた。"
435,"2023年02月15日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","6AA-GP8","ＳＨＵＴＴＬＥ","","LEB-H1","その他","１～２年前の夏","１～２年前の夏　　屋根なし駐車場の日差しが強いところに４時間くらい止めておいた後、エンジンかけたところ、メーターパネル上にエラー表示が出た。販売店で確認したところ、純正ドライブレコーダーのエラーと診断された。"
436,"2023年02月15日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2016/06","DAA-ZVW50","プリウス","20,000 Km","2ZR-1NM","保安灯火","先月","テールランプが白濁し、灯火が見えなくなった。"
437,"2023年02月15日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2015/10","DAA-AWS210","クラウンハイブリッド","241,500 Km","2AR-1KM","かじ取り","数か月前から","走行中に車が右に寄っていく症状、ハンドルが固く成ったり柔らかくなったりする症状が出ていた。ディーラーでステアリングギアボックス周りの修理になった。"
438,"2023年02月15日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2022/12","6AA-T33","エクストレイル","","KR15DDT-BM46","電気装置","","走行中にオーディオ音量がかってに最大まで上がり、手動で下げてもなかな下がらない。"
439,"2023年02月14日","高知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2009/09","DAA-ZVW30","プリウス","244,300 Km","2ZR-3JM","制動装置","２０２３年２月","朝、車を発進させたところ、警告灯が複数点灯してブザーが鳴り、その直後にブレーキの効きがブースターが効いていないような状態で著しく効きが悪くなった。ディーラーで確認したところ、ブレーキアクチュエーターに対するサービスキャンペーンの対象車で、その症状が出たものと診断され、修理することになった。"
440,"2023年02月14日","栃木県","ＨＰ","ＢＭＷ","2013/06","DBA-MU35","ＢＭＷ　５３５ｉｘＤｒｉｖｅツーリング","18,200 Km","N55B30A","保安灯火","２０２３年１月","ヘッドライトのカプラー部位から水が浸入して、ヘッドライトコンピューターが故障した。"
441,"2023年02月14日","群馬県","ＦＡＸ","ポルシェ","2011/03","ABA-987MA121","ボクスターＳ","9,400 Km","MA121","車枠・車体","２０２２年９月","ソフトトップのウォータードレン詰まりにより、電気系統に雨が入り不具合を起こしたため、雨天で駐車中、勝手にハッチが開き、その後防犯ブザーが鳴りエンジンがかからなくなった。"
442,"2023年02月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2012/02","DBA-JF1","Ｎ－ＢＯＸ","33,600 Km","S07A","動力伝達","１週間くらい前","車庫入れ時に車体がガタガタと振動し、動力が滑っているような症状になった。ディーラーで確認したところ、ＣＶＴ交換が必要と診断された。"
443,"2023年02月14日","神奈川県","ＨＰ","アウディ","2018/11","AAA-F2DLZS","アウディ　Ａ７ＳＢ　５５Ｔｑ","34,922 Km","DLZ-4449","電気装置","２０２３年１月","オルタネーターの故障により走行中にエンジンが停止し路肩に流れ着いた。"
444,"2023年02月14日","徳島県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2016/11","DBA-SJG","フォレスター","70,000 Km","FA20","走行装置","","ハブボルトの長さが短く、ナットのかかり代が短い上、指定締め付けトルクが強いため、ネジ山が早期に傷み、ナットとカジリつきを起こしてしまう。"
445,"2023年02月14日","大分県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2015/12","ZAA-AZE0","リーフ","","EM57","制動装置","２０２３年１月、２月","システム起動後、ブレーキペダルを踏みこんだところ、ドドド・・とうなり音がすると共にブレーキ異常などの警告が多数点灯した。その後、チェンジレバーをＤやＲに入れてみると、ブレーキペダルは踏みこんでも強いばねで戻ってきてしまうような状態で、モーターが暴走しているかのような症状で走ってしまう。強くブレーキペダルを踏むと停車出来、電源をオンオフしたり、電源をオフにして時間が経過すると症状が消える。"
446,"2023年02月14日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2017/01","LDA-HT20","ＢＭＷ　Ｘ１　ｘＤｒｉｖｅ　１８ｄ","108,000 Km","B47C20A","電気装置","２０２３年２月１０日","メーターとナビ画面に大量の警告灯が次々と表示されると共にエンジンがかからなくなった。ディーラーで確認したところ、不具合を拾う部分のコンピューターが故障していると診断された。"
447,"2023年02月14日","宮城県","ＨＰ","ＢＭＷ","2014/12","LDA-KS30S","ＢＭＷ　Ｘ５　ｘＤｒｉｖｅ　３５ｄ","69,897 Km","N57D30A","動力伝達","２０２３年１月９日","高速道路走行中に「車両安定性保てません販売店に連絡または入庫してください。」の警告。が出た。販売店で点検受けた結果、トランスファーのオーバーヒートと診断された。"
448,"2023年02月13日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2017/03","DBA-AUCJZ","ゴルフ","37,400 Km","CJZ","保安灯火","２０２３年２月１１日","走行中にドアミラー鏡面が落下した。"
449,"2023年02月13日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","2015/09","DBA-FB4164T","Ｓ６０","70,000 Km","B4164T","動力伝達","ここ半年くらい","Ｄレンジ走行中、ギアが外れて進まなくなる。バックギアが入らなくなる症状が頻発するようになった。交差点や踏切で動けなくなったこともある。"
450,"2023年02月13日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2004/04","TA-HY34","グロリア","33,900 Km","VQ30","車枠・車体","２０２２年","トランクのダンパーを新品交換したにも関わらず、１年経たないうちに保持出来なくなり、荷物の積み下ろし中に身体を挟まれた。"
451,"2023年02月13日","兵庫県","ＨＰ","ニッサン","2021/02","ZAA-ZE1","リーフ","","EM57","電動機(モーター)","２０２３年１月１２日早朝４時くらい","ｅ－ペダル設定で会社の駐車スペースに停めようとアクセルペダルから足をはなしたところ、急にモーターの吹きあがる音がして急加速して２ｍくらい前の逆Ｕ字ポールをなぎ倒して前方の道路に飛び出して助手席側に横転して全損状態になった。"
452,"2023年02月13日","福井県","電話","プジョー","2018/04","LDA-T9AH01","プジョー３０８","","AH01","排ｶﾞｽ･騒音","","走行中にエンジン警告灯が点灯した。ディーラーで確認した結果、尿素水が詰まっており、アドブルータンクＡｓｓｙでの交換が必要と診断された。"
453,"2023年02月13日","鹿児島県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","1997/10","KD-KZN185W","ハイラックスサーフ","240,000 Km","1KZ","緩衝装置","２０２２年１２月２９日","一般道を走行中にアッパーアームのボールジョイントが抜けたため、単独事故になった。"
454,"2023年02月13日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2015/04","DLA-2Z15","ｉ８","3,500 Km","B38K15A-P250","電動機(モーター)","２０２３年２月３日","イーマシーンエレクトロニクスの不良により、バッテリーあがりの症状になった。"
455,"2023年02月13日","愛知県","ＨＰ","ニッサン","2012/02","DBA-Z12","キューブ","80,000 Km","HR15","エンジン","２０２３年１月２８日","駐車中にステアリングロック機能が作動しなくなり、エンジンがかからなくなった。"
456,"2023年02月13日","埼玉県","ＨＰ","ニッサン","2018/10","ZAA-ZE1","リーフ","40,500 Km","EM57","車枠・車体","２０２２年６月頃から","発進時に「カキン音」がする。"
457,"2023年02月12日","北海道","ＨＰ","アルファロメオ","2022/06","3DA-94922","ステルヴィオ","","55284529","電気装置","２０２３年１月","週に２００ｋｍほど走っているのにも関わらず、２度バッテリーが上がりＪＡＦに救援依頼した。"
458,"2023年02月11日","茨城県","ＨＰ","トヨタ","2022/04","6AA-ZWR95W","ノア","9,900 Km","2ZR-1VM-1WM","車枠・車体","２０２３年２月３日","積雪（シャーベット状）の道路をしばらく走行した後、駐車場で車両後部を見たところリアバンパー左右の下部にあるバンパー固定用の取り付けステー部付近に雪および氷が堆積した状態でリアバンパー取り付けステー部およびリアバンパーが変形していた。"
459,"2023年02月10日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2022/10","-","ＣＸ－６０","","","制動装置","２０２２年１２月２０日","幹線道路を３０ｋｍ／ｈで走行中、周囲に車が居ないのに衝突被害軽減ブレーキが作動し、車が急停止した。ディーラーで調査を依頼したところ、停止した付近にあった標識を障害物が接近してきているものと判定してブレーキ制御を行ったものと診断された。"
460,"2023年02月10日","京都府","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2021/09","3BA-ZD8","ＢＲＺ","","FA24","走行装置","２０２３年２月９日","国道を走行中に左後輪タイヤがバーストした。タイヤを確認したところ、外側側面において、ホイール側からフェンダー側に向かって縦に割れており、内側ではリムに沿って１周全面的に割れていた。"
461,"2023年02月10日","埼玉県","ＨＰ","ホンダ","2022/12","6AA-GR3","フィット","950 Km","LEB-H5","制動装置","２０２３年２月１０日","降雪により、走行中の車のセンサー部に雪が付着し、衝突安全装置が誤動作し、アラーム、および急ブレーキが頻繁に誤動作した。"
462,"2023年02月09日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2012/07","DBA-8PCAX","アウディ　Ａ３　１．４ＴＦＳＩ","70,000 Km","CAX","保安灯火","２０２３年１月","低速走行中、ドアミラーが脱落した。"
463,"2023年02月09日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2010/08","DBA-RK5","ステップワゴンスパーダ","56,400 Km","R20A","エンジン","２０２２年暮れから","エンジンオイルが著しく消費し、エンストするようになった。"
464,"2023年02月09日","神奈川県","ＨＰ","フォード","2012/02","ABA-WF0HYDP","ＫＵＧＡ","40,000 Km","HYD","燃料装置","２０２２年１２月","乗降時にガソリンの臭いがするため、下回りを確認してみたら、燃料タンクに燃料が滲んでいた。"
465,"2023年02月09日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2020/03","6AA-ZWE211W","カローラツーリング","","2ZR-1NM","エンジン","２０２２年","車を止めようとしている時に突然急加速し、花壇に突っ込んでしまった。"
466,"2023年02月09日","島根県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2021/03","6AA-MXPH10","ヤリス","","MXPH10-2050631","制動装置","２０２０年末ごろから","スタートボタンを押して、フットブレーキを踏みながらレバーをＤやＲに切り替えると、まれにブレーキが効いておらず車が動き出すことがある。"
467,"2023年02月09日","愛知県","ＨＰ","ニッサン","2020/07","DAA-HFC27","セレナｅ－Ｐｏｗｅｒ","","HR12-EM57","エンジン","２０２２年１２月２５日１３：００頃","自宅駐車場に駐車するため左側にハンドルを切って停止状態から後進で徐行進入した際、走行途中で突如加速。アクセルペダルから足を放しても加速が止まらず自宅に衝突し、車両後部及び自宅を破損した。"
468,"2023年02月08日","長崎県","ＨＰ","ニッサン","2017/02","DAA-GFC27","セレナ","68,625 Km","MR20-SM24","エンジン","２０２２年１２月３１日","エンジン警告灯が点灯し、アイドリングが不安定となった。アイドルストップ不可の表示がメータ内に表示された。ディーラーのコンサルト診断でミスファイヤと診断された。"
469,"2023年02月08日","鹿児島県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2015/05","DAA-HFC26","セレナ","141,100 Km","MR20-SM23","電気装置","","オルタネーターの不具合により異音が出ている。"
470,"2023年02月08日","長崎県","ＨＰ","ニッサン","2017/02","DAA-GFC27","セレナ","55,000 Km","MR20-SM24","動力伝達","２０２２年３月３１日","発進しても、エンジン回転数が上がっても速度が３５ｋｍ／ｈ程度以上に上がらなくなった。一旦停止し、エンジンＯＦＦし、しばらくしてエンジンＯＮすると復帰した。その後も同様事象が６カ月の間に３回程度発生している。"
471,"2023年02月08日","三重県","ＨＰ","マツダ","2015/11","DBA-DJ3FS","デミオ","31,200 Km","P3","保安灯火","２０２２年１２月１４日","ウォッシャータンクのモーター部分にひび割れがあり液漏れする。"
